1.936977342130306520e-02 1.782498051193225422e-02 9.457776247919677179e-03 6.384244120286292935e-03 7.883517424683966421e-03 1.181840760711913400e-02 6.289910558052906955e-03 9.325992130368747010e-03 5.101277917284419844e-03 1.672370488054826174e-02 7.430736020295230192e-03 2.511452075021243513e-02 7.319148905937410306e-03 2.337446031295427329e-02 2.733959846484068645e-02 6.919090182770233979e-03 9.278788922843140066e-03 2.937201932169101332e-02 1.476895625468713572e-02 2.501585625089974493e-02 2.172803578546684058e-02 2.000721421228076127e-02 8.860916593006753009e-03 1.800887607196572857e-02 2.235671267925848707e-02
2.185543630320424535e-02 1.856715779868774868e-02 8.987904012693469225e-03 5.468543860840889212e-03 7.962713745583915523e-03 1.244744448899601577e-02 7.027334390571064737e-03 1.219856453609335402e-02 5.994726963462710355e-03 1.775790845705620472e-02 8.433212726037576240e-03 2.398157074700788330e-02 8.311012851587763414e-03 2.650058165156157775e-02 2.922195467519031822e-02 7.477808323099322321e-03 9.489659139126515111e-03 3.010388939198438418e-02 1.383802430422847139e-02 2.764378712892527276e-02 2.272800165319417351e-02 2.283367978626728995e-02 8.652878882687002615e-03 1.937211142453986595e-02 2.522748262495713364e-02
2.300195352396234780e-02 1.747981917682120412e-02 9.362544607276484729e-03 6.226281220415105615e-03 8.557076265543884022e-03 1.399662964815254033e-02 7.019225514176078914e-03 1.231897794140194256e-02 5.955974961087194368e-03 2.000173861399804839e-02 7.616277955936081451e-03 2.557778367935486033e-02 8.139809521611945931e-03 2.675840099509943504e-02 3.034032766676747830e-02 7.283444121537257718e-03 1.074581887378808082e-02 3.219798539257209824e-02 1.591902728284264740e-02 2.992390426896431380e-02 2.347363542690622182e-02 2.451129666803197535e-02 9.341488769019065663e-03 1.845608119767776570e-02 2.730474466700943958e-02
2.476926619442261848e-02 2.057100913761570476e-02 1.045472744287050983e-02 6.206894879243356200e-03 8.436247397751740415e-03 1.282313949516321154e-02 7.248853173813524751e-03 1.386228314457844599e-02 6.553974260031444898e-03 2.278199936168377043e-02 9.196297501969218774e-03 2.882341757182324549e-02 8.971788451301017028e-03 2.680001511181558799e-02 3.046234336719595009e-02 8.612368701780868246e-03 1.236837424940665127e-02 3.197269749717519122e-02 1.648474894382857131e-02 3.106729162820495022e-02 2.660005525722801065e-02 2.963886479559997220e-02 1.124366183763927073e-02 1.998769083098101210e-02 2.998265369836150898e-02
3.057483625460761037e-02 2.245742928458033943e-02 1.102997395929766408e-02 6.759232400995116019e-03 8.041552040160765760e-03 1.200143392799606253e-02 8.604397256098008859e-03 1.355775666824386889e-02 6.266657183458351939e-03 2.515292848876866591e-02 1.014787493326945594e-02 3.171880384463095920e-02 1.098939227575048208e-02 2.978552649569693109e-02 3.242434215276299159e-02 9.818680619795679826e-03 1.263230922562704264e-02 3.588389483698554983e-02 1.724059995767832781e-02 3.351075097382007900e-02 2.957893809871424765e-02 3.501231158239023061e-02 1.162183119205952367e-02 2.074964527944210199e-02 3.332364738663490950e-02
3.175612757468641162e-02 2.476092453451261138e-02 1.280920923382945081e-02 5.424718365481607033e-03 8.312385767264451886e-03 1.322757139403482780e-02 8.641988019885922523e-03 1.178753104956230605e-02 5.559488290134119437e-03 2.665942808618216447e-02 1.117399670060536566e-02 3.220975643622227963e-02 1.199076573690174667e-02 3.363420053438243018e-02 3.489663465548181742e-02 1.108719517346784360e-02 1.352762309499138532e-02 3.509798110226815954e-02 1.985664807350661851e-02 3.573670467963276781e-02 3.130012498503281088e-02 3.828408301945570441e-02 1.269502345307754743e-02 2.133325123732377274e-02 3.466078122394796596e-02
3.354224050726806183e-02 2.610410961134311536e-02 1.491042919478896903e-02 5.804380542621951321e-03 8.354182898783884051e-03 1.506386627717908738e-02 9.864192204186444587e-03 1.170725004992993583e-02 5.937115678386148225e-03 2.834057587124122132e-02 1.115553514283076746e-02 3.566367701880687746e-02 1.181436856291470314e-02 3.479519816998780102e-02 3.553553229310810191e-02 1.061356371449306661e-02 1.431273678822861037e-02 3.892001683168071907e-02 2.275948377295556810e-02 3.931000762001057858e-02 3.507043682986310529e-02 3.850159627858082412e-02 1.361982312107002518e-02 2.240395236202043228e-02 3.735446724075833225e-02
3.641891317620441632e-02 2.933829418947870790e-02 1.447982320859026936e-02 7.047835261655617869e-03 8.027317807195205601e-03 1.660813328138274064e-02 1.132476708675410684e-02 1.161734570743228404e-02 4.957371683779365074e-03 3.000074209146772961e-02 1.104780582416518310e-02 3.589156562327865813e-02 1.301025685743607309e-02 3.820547097027542777e-02 3.596671959564200910e-02 1.235531672865131277e-02 1.498434988933945722e-02 4.209044205627125029e-02 2.378804673265128011e-02 4.033225227232747900e-02 3.658947893556457193e-02 4.226096615894985031e-02 1.492194465838613850e-02 2.293380429126779668e-02 3.861140770267895012e-02
4.235052090787413265e-02 2.896213510048235504e-02 1.415408670893012616e-02 8.375512042604591617e-03 8.607734554368334789e-03 1.682971619812460851e-02 1.300769205903938922e-02 1.259490744349316300e-02 5.754668590805764664e-03 3.091980492944270895e-02 1.292631693217768073e-02 4.018105709803036080e-02 1.216159499514942420e-02 4.142021098791269507e-02 4.137939810587890760e-02 1.331590957805320503e-02 1.635041953934635722e-02 4.558731989067612428e-02 2.552128258950942669e-02 4.239161854758154158e-02 3.902282906337555674e-02 4.551642948017171897e-02 1.501054310285633575e-02 2.455605246484967100e-02 4.342929490164405826e-02
4.496072227025776219e-02 2.945966526542969852e-02 1.610371090068967587e-02 9.297255077084471547e-03 1.000674430143438758e-02 1.849770815420413023e-02 1.311139172754249502e-02 9.517096774369271026e-03 6.334751005798233865e-03 3.292021605675676810e-02 1.269122320763472513e-02 4.053649849477480166e-02 1.264605407345564814e-02 4.243532985670041974e-02 4.580899781268670673e-02 1.440042277347256157e-02 1.662220077787656888e-02 4.879751361636858881e-02 2.742305234084597976e-02 4.681479119082598145e-02 4.365217556904712332e-02 4.945949698520087090e-02 1.638202674669918951e-02 2.563004350637911738e-02 4.733742852154684821e-02
4.635981888133565432e-02 3.176313517922160073e-02 1.649454586980982768e-02 1.013511627301792208e-02 1.140846049551594472e-02 1.929730171396767252e-02 1.353923949165719391e-02 9.424028731616263324e-03 7.848333089943062418e-03 3.759763887698164969e-02 1.357945497480061124e-02 4.813929445463474566e-02 1.329117072475961489e-02 4.815171938324275952e-02 4.965215825067169353e-02 1.577564107219030579e-02 1.709490888942298559e-02 5.148991177944582665e-02 2.703044543915874773e-02 5.240522321386799354e-02 4.690291842362945274e-02 5.517187719306946431e-02 1.924898223583303841e-02 2.751320709342563661e-02 5.118456857950392375e-02
5.397734670180445726e-02 3.916257229780249760e-02 1.678876033215037297e-02 1.158472340899340154e-02 1.238459089949958507e-02 1.900143711818584602e-02 1.577657353183622296e-02 9.887354453364661025e-03 8.547342684344596056e-03 4.154558537653582628e-02 1.362448286238368556e-02 5.379016186635370012e-02 1.531401786571767905e-02 5.235519282983314843e-02 5.868460829168378745e-02 1.625078385637918413e-02 1.799567223590627790e-02 5.836063517939227979e-02 2.799308371795320577e-02 5.984371818315276093e-02 5.495396034604289881e-02 6.014517915252800412e-02 2.080921330003832406e-02 2.843851706277451472e-02 5.992761053774039309e-02
6.090862959179627750e-02 3.881257218286534444e-02 1.873446944575553330e-02 1.319838317609444561e-02 1.355818659796518937e-02 2.125953880112829708e-02 1.625367578591906809e-02 1.130292817755953159e-02 1.142590582516677181e-02 4.272275085453844379e-02 1.384161018679165404e-02 5.707257245506918569e-02 1.723550107901824363e-02 6.177705819820304700e-02 6.308718742516492006e-02 1.709082159487666092e-02 1.944948989912490683e-02 6.454195746467246420e-02 3.262020507748011888e-02 6.757093881528422608e-02 6.000457824045867666e-02 6.570507774114626998e-02 2.290880737427744562e-02 3.199297231396635438e-02 6.629669288284281703e-02
6.515778105599689951e-02 4.056121471057570760e-02 2.183546209180060871e-02 1.437601426410761024e-02 1.443999642540812374e-02 2.273407824990825860e-02 1.722444891538623193e-02 1.261059073391742995e-02 1.529756597139949985e-02 4.884666991953254267e-02 1.352062161000015979e-02 6.456375048983725717e-02 1.826295529863080150e-02 6.923480595081983602e-02 7.182046061258366698e-02 1.859556042140469989e-02 2.274731061883400463e-02 6.969974126294861683e-02 3.447039945312917186e-02 7.636454621506151563e-02 6.878511669189235622e-02 7.585992406429931112e-02 2.454476932901096184e-02 3.323528970823634576e-02 6.973781562698269654e-02
8.210380995349642053e-02 4.262875183683711294e-02 2.368864100695889166e-02 1.540747347725850841e-02 1.578937964971943372e-02 2.354828562197818290e-02 1.900160819537519141e-02 1.678436863990361017e-02 1.634676143140981197e-02 5.244134322057290160e-02 1.580269302269075166e-02 7.279494900837210625e-02 2.001747980470146293e-02 8.575382580730279980e-02 8.719910484012773078e-02 2.102984469827479455e-02 2.439474030767360690e-02 8.110503737895655152e-02 3.590076097061545291e-02 8.250567004794293058e-02 8.431778887189832206e-02 8.722577532211354956e-02 2.595213082067968774e-02 3.591094828802251365e-02 8.646425087069695148e-02
