6.557823129251699745e-01 5.068027210884352707e-01 9.319727891156460997e-02
6.421768707482992111e-01 6.054421768707480833e-01 1.448979591836734582e-01
6.496598639455781754e-01 6.176870748299317926e-01 7.619047619047618347e-02
6.571428571428570287e-01 6.142857142857142128e-01 1.170068027210884182e-01
6.571428571428570287e-01 5.850340136054421603e-01 8.775510204081629628e-02
6.571428571428570287e-01 5.836734693877549951e-01 9.523809523809523281e-02
6.571428571428570287e-01 5.659863945578231803e-01 5.442176870748299117e-02
6.503401360544216470e-01 2.632653061224490276e-01 2.993197278911564549e-02
6.414965986394557396e-01 2.625850340136055006e-01 4.829931972789115735e-02
6.435374149659862653e-01 5.414965986394556507e-01 1.346938775510204134e-01
6.571428571428570287e-01 5.299319727891156351e-01 9.931972789115645073e-02
6.469387755102039561e-01 5.605442176870747417e-01 2.680272108843537171e-01
6.571428571428570287e-01 6.217687074829930660e-01 9.115646258503400101e-02
6.462585034013604846e-01 5.605442176870747417e-01 2.891156462585033893e-01
6.530612244897957552e-01 5.605442176870747417e-01 2.326530612244897822e-01
6.571428571428570287e-01 6.027210884353740861e-01 1.149659863945578231e-01
6.571428571428570287e-01 6.414965986394556285e-01 1.013605442176870597e-01
6.476190476190475387e-01 5.605442176870747417e-01 2.312925170068027558e-01
6.510204081632652295e-01 6.326530612244896101e-01 1.646258503401360762e-01
6.435374149659862653e-01 5.605442176870747417e-01 2.510204081632653184e-01
6.462585034013604846e-01 5.367346938775510168e-01 1.986394557823129015e-01
6.435374149659862653e-01 5.367346938775510168e-01 2.163265306122448828e-01
6.571428571428570287e-01 6.285714285714284477e-01 5.510204081632652517e-02
6.571428571428570287e-01 6.326530612244896101e-01 8.435374149659863319e-02
6.414965986394557396e-01 5.367346938775510168e-01 2.244897959183673186e-01
