-1.543683940039097086e-04 -5.020292777086785094e-04 -1.690107361584316950e-04 2.459379397908732692e-04 1.206154933026382228e-04 -7.029769017647237786e-05 4.756257364274587554e-04 3.923211703460680348e-04 -9.618098582991004594e-05 8.392354693699750944e-04 -5.058254797063333613e-04 -5.379539097217511407e-04 -1.463758057542271140e-04 -9.016006845447643121e-04 -3.356900759308605910e-04 3.334818595828473935e-04 -4.062809810808761728e-04 2.023337914231125535e-04 1.871210782283068343e-04 -2.193653833365302275e-04 3.874298351159754031e-04 1.276580895430216010e-04 -4.717658805869155269e-04 5.482498139584589042e-04 -6.668952527179178042e-04 -3.756008589615425410e-04 2.832475481231660846e-04 5.606654556804281913e-04 6.253775993395501972e-04 -3.409294880402631654e-04 -1.116782848553375706e-04 3.529156149678407345e-04 4.594473843859200467e-05 2.435569391951723957e-04 1.922639763063088404e-05 2.399113054326555000e-05 1.970227379365819154e-05 1.386689095142078112e-04 -3.455673599038274640e-05 4.195923087667858382e-04
-5.702184654943587923e-05 -3.184598007071321032e-04 -1.480087576658728683e-04 -1.065209316066341108e-04 -1.926112426192578915e-05 5.087652714654473013e-05 3.628842544331431779e-04 -8.333381453980081571e-06 -4.213347674344700798e-06 4.632895004469979447e-04 -3.676376047588747367e-04 -8.052751557690670690e-04 -1.981832026739916537e-04 -1.106559871015751727e-03 -3.896562502320792499e-04 4.841590851760004866e-04 -7.090283081695095526e-04 1.715662354614587654e-04 2.398826463625056919e-04 -2.241504375275189353e-04 6.506980953693152110e-04 8.073032777292152415e-05 -3.722015550371420164e-04 7.632908665182505095e-04 -5.852539156538056958e-04 -1.595950404829247170e-04 5.160940239348216088e-04 4.149238736240730787e-04 4.504951118656195532e-04 -3.845888717908008971e-04 -3.239098957864025661e-04 4.429021404061565456e-04 1.597292125841212878e-05 2.329872535427737550e-04 -1.739976632260570083e-04 1.930073629334349639e-04 1.645666494641459521e-04 2.351784415107748569e-04 -1.400642915195876776e-04 5.018434690300006829e-04
2.135236970599248046e-04 -3.966740092773139606e-04 -2.193116852729709381e-04 -9.179839930209071847e-05 5.030577866976186885e-05 2.829021943717835029e-04 5.418113160256465225e-04 1.775897037673141159e-04 -1.813844109468902967e-04 4.571296730456102047e-04 -2.295311608095064394e-04 -7.151322402160512027e-04 4.921719941246192550e-05 -7.041768645989017385e-04 -3.638069604253899806e-04 4.542315283157036666e-04 -5.450534729228090824e-04 1.373576645033260145e-04 7.690617754462580967e-05 8.764684033668548489e-05 3.712595447025437349e-04 -3.909981197623182937e-05 -2.926421755116358656e-05 7.582628362209072959e-04 -3.357856770627873572e-04 -9.198262915362191553e-05 4.727255754662282295e-04 2.969769150941741669e-04 5.431493271912375773e-04 -3.200477854579873954e-04 -2.623498584948909989e-04 4.497077430958784324e-04 1.467276290526805030e-06 8.770242637100272149e-05 -1.856454895939372120e-04 2.280379771713032366e-04 2.013687394343926227e-04 1.270060316939135899e-04 -8.656786322025359151e-05 6.604157091210231031e-04
8.668536380003758130e-05 -2.854952197357768051e-04 5.333736159676901476e-05 -1.799530212826265161e-04 -1.907937969749091167e-05 9.960894936211134364e-05 2.844201760867552209e-04 2.349429821078142372e-04 -1.785029830848761795e-04 4.011211940644800319e-04 -1.707259275845852487e-04 -5.971382618365003855e-04 -4.198864166172956052e-05 -9.427189724019232470e-04 -3.217323895499947213e-04 3.292434092807331163e-04 -4.705592310070622801e-04 1.063166710971787538e-04 3.669607319465385863e-04 8.815368647740990478e-05 1.485281320794967926e-04 1.754195389594698088e-04 2.443731551588786106e-05 7.383733647251909801e-04 -4.916951694147985970e-04 -2.978150210848981984e-04 3.813233088102162575e-04 9.813632159769325621e-05 6.872486526105256281e-04 -4.348330403998048959e-04 -2.462446019629065054e-04 4.535520610900086727e-04 -4.453303579809805997e-04 -3.614338514228866960e-05 -4.598741696729832188e-04 1.140177116618664707e-04 2.671430773007990220e-04 3.742826776737824112e-04 -2.471331766615194182e-04 8.985725654608503867e-05
-4.663352309742397749e-05 -4.424648266846731878e-04 3.688427801560074265e-04 -1.519681918415997815e-04 -1.308625160240065467e-04 -8.367789497146857632e-05 1.972162160175345387e-04 2.392048296166994709e-04 -2.276545418365444220e-04 3.610928159041981310e-04 -1.159485320831605805e-04 -4.389549800289325988e-04 4.825200149535941710e-05 -9.863080602508327282e-04 -1.005898419136229329e-04 4.698649586397038187e-04 -3.195018126252649601e-04 3.011129344336422591e-05 1.260661615155849325e-04 -1.699292680389544001e-04 -8.701529927287676388e-05 1.779463656811364745e-04 1.354499113610407319e-05 5.018154127549199432e-04 -2.631378506599175993e-04 -4.223508328586444570e-04 4.075773412251888425e-04 4.319330034360186133e-05 5.753522697468232971e-04 -3.520985023132806673e-04 -9.897096402318580552e-05 2.914927114553922871e-04 -4.065739374276074072e-04 -2.227426156528417250e-04 -6.347418775394249963e-04 2.580889629092907272e-04 2.766250530702029243e-04 3.504631871293985876e-04 -6.252856382772874156e-04 -1.968036338378145701e-04
6.076898384218444994e-05 -4.470491921738832877e-04 3.759976048104894902e-04 -2.991499043630072837e-05 1.327324440409600776e-04 -6.302527411471402783e-05 3.605012870129400493e-04 1.644449915160284877e-04 -2.710422397397721809e-04 9.619859458476345349e-05 -4.504417303762514688e-05 -3.591199073219515409e-04 7.144362926919022245e-05 -5.960995731719442598e-04 -7.479590782431254109e-05 3.362606134001161376e-04 -2.755091267196296703e-05 -9.907841425877470627e-05 -9.997883829525694186e-06 -1.935732353312156128e-04 -1.489304382385859627e-04 2.191653570638940293e-04 2.240226465336903180e-04 5.734987972254190118e-04 4.321143697437885818e-05 -4.600549546908867804e-04 4.349151010343281672e-04 3.294798238130025098e-05 2.519542693518168181e-04 -4.126709701605659419e-04 -2.105674238864327277e-04 2.088283274346527357e-05 -2.382190119352046325e-04 -4.358345761581460562e-04 -5.820648783533531340e-04 1.167238922675654028e-04 3.865793181391064893e-04 5.733345322776909952e-04 -5.434259849236879047e-04 -1.767843571819020093e-04
2.036633577510132259e-04 -4.486857248590735798e-04 5.002125435230581453e-04 2.862737429501338430e-04 2.186322129862174654e-04 -3.127555925722963091e-04 2.915129824474092433e-04 1.222425847935108703e-04 1.429920928505150801e-04 1.060585638701359065e-04 4.731506196373072657e-05 -9.308660001579020945e-05 -1.303245867857218674e-04 -3.873897743394394389e-04 -7.862099058749015741e-05 4.742604144220991793e-04 1.704990382224641216e-06 -9.573712251510976010e-05 -1.778995743807410749e-04 -2.996423625066440893e-04 -1.625027572436427332e-04 2.213536736341482794e-04 -8.990619513078432266e-05 4.472230873057526446e-04 3.828870462161075691e-05 -1.702956543526125898e-04 -2.150371674303472571e-06 1.467332092247660585e-04 1.651817883578945935e-04 -1.554569811031166870e-04 -1.140970485564219062e-04 1.098581781848079365e-04 -3.558010393692362145e-04 -3.312316924982632959e-04 -5.613543028313575578e-04 5.143967114695095538e-05 5.169165251357043123e-04 8.030151002666697721e-04 -5.905546058917991595e-04 -1.151605256596208545e-04
1.341939056131659814e-04 -2.888230434464706601e-04 4.295566110386820464e-04 3.194761106845795899e-06 -5.641041347822269968e-05 -4.799542515022538029e-04 5.243424362740510807e-04 -2.086972850035520062e-05 4.989941541363271692e-05 -1.087283251690192130e-04 -1.059154340497310581e-04 7.896617999733973538e-05 -8.457586582365590386e-05 -1.688927782559125634e-04 -2.268207580502068076e-04 1.028468479979624425e-04 1.417169966262857301e-05 -1.497124009677859710e-04 -2.832340978699132835e-04 -1.418556977752499098e-04 -4.675870692598327804e-04 3.456750410950917797e-04 1.081066115889803443e-04 5.884177147370974565e-04 -7.186884939972991090e-05 -3.160543180536640466e-04 -1.282302355853328008e-04 1.697964958592363468e-04 3.021010232362673345e-04 -1.558736752677690593e-04 6.307069587296880852e-06 6.594190483035479119e-05 -2.090749729687720222e-04 -2.231579802195925654e-04 -4.515675085154135832e-04 2.488285822942997837e-04 5.994329220638406480e-04 9.688548848087103534e-04 -2.439132356255171790e-04 -1.152466121815873246e-04
3.492003130277331193e-05 -2.183084082949358765e-04 2.800450079675390427e-04 -4.798789080518130114e-05 -4.111662336216248904e-06 -6.895200109915340702e-04 6.299579693495329334e-04 -1.208294549781340708e-04 -7.432366111877291269e-05 -3.775057810222238623e-05 -1.995069634466812777e-04 1.835826349758066947e-04 1.494188571036761306e-04 -3.877260461450444040e-04 -3.558147547378316179e-04 1.079003891112989343e-04 1.152351197694031392e-04 -2.242904572733533876e-04 -4.061051958945312708e-05 -3.154580639926371586e-04 -4.348789900944842967e-04 6.125507704780146223e-04 1.606923687112810561e-04 1.298720518955136900e-04 1.175189316579625240e-04 -3.546279228830198876e-04 -2.879784791123181104e-04 -8.023996948087553163e-05 -2.469364256960099522e-05 -1.099903422445266596e-04 -1.418881407727358424e-04 1.190273578529877995e-04 -1.158285136615429771e-04 -4.689264502891751850e-04 -8.653279517851069841e-06 -7.619347850184493879e-05 3.379178921912982954e-04 7.718992649116543977e-04 -1.421302310222610505e-04 -6.929469704085895602e-05
-9.780208313772073027e-05 -1.332301859115818615e-04 3.204315018930741204e-04 -1.047696440868272071e-04 9.605468344370725277e-05 -9.048132662683055528e-04 7.576798973544977096e-04 -7.225814241825685995e-05 1.695196002720935615e-04 1.719660765865562563e-04 -2.237598519325600846e-04 -3.836748714518715747e-04 -3.165650500799250589e-05 -3.643044342305987713e-04 9.355798937356789378e-05 5.549583445197358683e-05 2.341161016388311738e-04 -1.608611145216587749e-04 -1.891095322318747782e-04 -5.633004763784407948e-04 -6.238684333036438037e-04 2.160720920582364957e-05 6.614494058714248027e-06 1.659173407458689571e-04 3.137919928253304707e-04 -3.771020988997517056e-04 -3.308848021411981213e-04 -3.789353357854073086e-05 -3.376968973060123845e-04 9.751652008061502776e-05 9.282858896752541153e-05 -3.958572835574872116e-05 1.827525665469439085e-04 -2.081490897126020141e-04 2.466793975769353232e-04 -4.736749185815535869e-04 5.749368628339425989e-04 6.125087916344278214e-04 -1.882605494524932795e-05 -1.635124129753511978e-04
