-1.101950270540982173e-03 -8.117117526396419157e-04 -1.407854234426002965e-03 9.122537100913579149e-04 -7.544414171036453601e-04 1.341072115663138583e-03 7.969893926238292908e-04 -9.576694294388029540e-04 -3.121619305164624212e-04 -2.892405506784156977e-04 2.286834109915719497e-03 -1.245888876889295017e-03 -5.060209700977253729e-05
-4.416556232842835049e-04 2.406203590544072561e-04 -1.454600099871480130e-03 2.506032510409335508e-03 -3.285484684634639428e-04 9.374656591256250214e-04 8.315898846737747579e-04 -1.163720302344246026e-03 -1.100474458529133656e-03 -1.067651689284189595e-03 1.564585106198324504e-03 -1.041473126734673111e-03 -1.712029093648084624e-04
1.072042905589911050e-03 2.320609523954366012e-04 -1.285977846546178423e-03 2.386546658273397403e-03 -4.267539746840451017e-05 5.105654976117953445e-04 6.238435649265167094e-04 -1.375371427249774420e-03 -6.127313869632809024e-04 -1.589327453456728300e-03 9.832194049066199718e-04 -1.824678586941391257e-03 -2.972256746140070462e-04
9.290779103364583914e-04 1.016350243986173853e-05 -7.792384013049147773e-04 2.328387354111882083e-03 -5.134024070607366144e-04 6.432507514905398769e-04 4.910570762286311933e-04 -1.026555431802633972e-03 -5.035824320214160685e-04 -1.594050155893132238e-03 1.309123972362621121e-03 -1.919148809745908858e-03 -1.923176787437712928e-04
1.733610985517361740e-03 -2.280777038298292759e-04 -1.141542963995221269e-03 2.269706657663607408e-03 -2.415421708778974700e-04 5.411025662124463518e-06 5.934261427906185014e-04 -8.654340583670938137e-04 -2.515858665657862416e-05 -4.810024219073386694e-04 1.515089112013580982e-03 -1.995046646972414763e-03 6.501459502002291584e-05
1.225618714395550245e-03 3.860559881339019621e-04 -9.157006419100603483e-04 2.232469747147038195e-03 -8.831168878404417968e-05 -6.375004594644438595e-04 2.714740286958008996e-04 -8.830836216005970871e-05 4.540738854718403151e-04 -2.715653395539200082e-04 7.152534312928908369e-04 -1.805482191857202398e-03 6.128471956868583419e-04
1.647855500301777373e-03 6.988809364486604000e-04 5.737774601798852379e-05 3.447487951969452000e-03 -6.072040779387022000e-05 9.595499521659519573e-04 -3.117044901694291303e-04 1.710299027740129263e-05 -8.250700515580585087e-05 -4.813065981898087520e-04 2.389151091240503382e-03 -8.923969824934207661e-04 3.811462176192986794e-04
2.674875947352343443e-03 1.422979573152836821e-03 3.058045870250082079e-04 2.535560776553182072e-03 -2.043759869817457020e-04 2.544729478835103969e-04 9.014416155919335524e-04 -2.089825875762234611e-04 -1.112935093588059404e-03 -6.225272433823222148e-04 1.681452382330643437e-03 -1.047372476246333358e-03 9.059752135991898207e-04
2.245481423854630339e-03 1.875699415560801468e-03 -5.622762534696639945e-04 1.718697232698628962e-03 -1.437336518439118291e-04 -7.834627311282470977e-04 -1.744845492091137663e-04 -1.962181713137441802e-04 -1.122852693029934143e-03 -2.701825547777881036e-04 5.640974226523474229e-04 -8.507682484077211610e-04 1.097794807926845678e-03
5.361730737726382034e-04 2.116941940519784671e-03 -2.238681188293340299e-03 1.329601287014349053e-03 -7.135786270717875933e-04 -2.041538829648001201e-05 2.168910628386194880e-04 -1.218159745179949854e-04 -1.085196613167595334e-03 -2.853656272651493777e-05 2.700339876502635831e-04 -5.331824329805140645e-04 7.473941343395689493e-04
