9.463945383770154540e-02 3.545050226857039410e-01 -6.450978623654937683e-02 -3.382268938740967679e-02 -1.977699497988987476e+00 4.543604675509872459e-01 1.099984440760012200e-02 4.647312720667282071e-02 3.976530116650608959e-01 -5.544265107592404214e-03 4.321052439198538875e-02 4.924049133053595151e-01 -2.878151588845473396e-02 -2.372075179349235948e-03 4.357541386509475867e-01 5.273458727057123152e-01 5.280294253215720435e-01 1.537863215654130611e-03 -2.041201540109139678e+00 -4.008678057230841835e-02 -1.332657347746740804e-04 6.753456135964660545e-01 7.506398506059308584e-01 2.899174509385603164e-03 1.913592997949523349e-03 5.052099281533286565e-05 6.322710048298341287e-04 6.901240257568344583e-04 -2.105364661551205607e+00 -6.907517089368382440e-04 -2.496530649713452732e+00 -3.512300423850029068e-04 1.305647593752789397e-03 8.973333153583418122e-04 -2.606408582120222750e+00 8.650394734872954153e-05 1.550808001802131452e-03 1.027150777921581430e-03 -8.447671241068671014e-04 -5.228213419082276695e-04 -2.647004572936924038e+00 -2.449779425712947877e-04 -6.460151416699327909e-02 -3.958928935779134628e-01 -6.383524733881595914e-02 -9.937125605901814263e-02 3.814467976705182540e-04 -2.398186684337707958e-06 -5.824277650599673173e+00
9.979742029571044004e-02 3.408285645296632582e-01 -3.038390880436600897e-02 -9.791574353828314675e-03 -1.858641231939622829e+00 4.455884974869426807e-01 5.169251531678593220e-02 6.341155698808871588e-02 3.657225856798582697e-01 2.544922273530811352e-02 4.936289726410623968e-02 4.967059954990968862e-01 -6.599713498759973533e-03 1.079617690734980921e-02 4.433144055936303340e-01 4.900653027415096119e-01 5.340044714971250439e-01 1.405502367677389499e-03 -1.715526427642726226e+00 -2.755483221775544000e-02 4.039065758117248986e-04 6.964854034177893061e-01 7.349551866766707020e-01 2.190514475252401411e-03 2.091306443829865028e-03 4.353382117568771275e-04 6.517352351471834837e-04 3.915002518024377626e-04 -1.754003727915763866e+00 -9.688880684649967987e-04 -2.104054838578256259e+00 -3.894271075479137953e-04 2.171324621550336023e-03 7.451558418505553616e-04 -2.163920252760710206e+00 -4.372499457082700100e-04 1.629221932284137401e-03 1.061020056080999412e-03 -7.294399873470606846e-04 3.718832732252507368e-04 -2.205525957481077270e+00 2.503030825835258089e-03 -9.259521394816484785e-02 -4.314815988810504765e-01 -6.785836018637260436e-02 -1.048422106742885329e-01 -2.324175616140654549e-04 4.714715523296637758e-04 -6.269716566628752652e+00
1.058828451565347606e-01 3.738785738170624651e-01 4.483196888862600224e-04 2.218425219070467580e-02 -1.628674397336573598e+00 5.191098144165429140e-01 7.268456459176468598e-02 9.264426352927741803e-02 4.143651846731292721e-01 6.283424531620496190e-02 4.827738563102092900e-02 5.448616338303107209e-01 2.622306775968657674e-02 2.598999311357168274e-02 5.024870843351421090e-01 5.518123344194145741e-01 5.891537712578187591e-01 3.171832758544117139e-03 -1.409491568768284075e+00 -6.728878205452815120e-03 2.805154334059483442e-04 7.968269793281087532e-01 8.447501067466195446e-01 2.484653531890273007e-03 1.436837804303795710e-03 3.175112223831032818e-04 8.527506134084380770e-04 9.444904273424768130e-04 -1.447015989962291194e+00 -9.991467204532946973e-04 -1.686815318794389507e+00 -5.748494162769198336e-04 1.403748193883011877e-03 4.957639092006888883e-04 -1.677851791446977270e+00 -9.724767755014271852e-04 2.168872451462865864e-03 4.713545648980536277e-04 -3.808618183511624676e-04 2.446400875284219720e-04 -1.841072339295281024e+00 6.097946430633118496e-03 -1.462714265232451794e-01 -5.700696677076253494e-01 -8.455918942240234215e-02 -1.347891919043331388e-01 2.820784416067927515e-04 2.942560180279900738e-05 -7.985904254920149548e+00
1.150528561850227283e-01 3.713250415973879948e-01 5.869411507655154618e-03 2.043029835388944504e-02 -1.665862955236919074e+00 5.274217632912668874e-01 8.230473588565563603e-02 9.372916823837044997e-02 3.972349366026183271e-01 7.335948573371124659e-02 5.063154244193672493e-02 5.659162985849814920e-01 4.054134237274182456e-02 3.624207358459935469e-02 5.212232096395161829e-01 5.375838562506262130e-01 6.079382113900565487e-01 1.347016598804811867e-03 -1.302760274443211630e+00 1.797244458621621290e-03 -1.001698907897859191e-03 7.947680733150600529e-01 8.471299570274378743e-01 2.557322048857448796e-03 9.407899311887648035e-04 2.358178496261943864e-04 9.448060334912982425e-04 5.870285646594454671e-04 -1.237776706356362055e+00 -1.231573304673067937e-03 -1.530583354329635437e+00 -8.202728025134008486e-05 1.805909097306539202e-03 6.625000306787169483e-04 -1.514591573219774556e+00 2.441990740077658556e-05 2.261304990222387165e-03 -1.911189942079233133e-04 2.073706806749062048e-05 -5.017214878646427843e-04 -1.616966213466570546e+00 2.572842321857804829e-03 -1.738353699259105045e-01 -5.941069616149039501e-01 -8.646097348626587131e-02 -1.412881105101548018e-01 -4.257918172711687801e-04 -3.551919830907952747e-04 -8.255282461331669097e+00
1.736598915965087697e-01 6.908857480130519146e-01 6.404302076612597427e-02 8.999436186035750240e-02 -1.929811603915411178e+00 9.006747596041084769e-01 1.424104264201313252e-01 1.364666630070117403e-01 7.855375349592230716e-01 1.427041324689098112e-01 8.560024309923654207e-02 1.032524710866117745e+00 1.000423890651821052e-01 7.884407685379596353e-02 9.561501878456039050e-01 1.055204992943817865e+00 1.077244010552150577e+00 2.994892999207963633e-03 -1.251554086876690564e+00 2.607125835257082663e-02 -5.288090726310949166e-04 1.399136758660330715e+00 1.474755478692930888e+00 2.787283286690141020e-03 9.391745307209932794e-04 3.375767486307281774e-04 7.581700073230465339e-04 -7.685114242494362423e-05 -1.142936079051386056e+00 -1.093697831795372626e-03 -1.472178519774350436e+00 -2.488049267151498612e-05 9.307579782088857938e-04 1.045615863685675235e-03 -1.408459470193225593e+00 1.330035347785898741e-04 1.677752680948731015e-03 -3.160152231378512977e-04 9.263736692918065219e-04 -4.685050785938641381e-04 -1.552274386231839776e+00 -1.387265099455326943e-03 -2.090640679938985946e-01 -7.359112748972552742e-01 -1.068096985248172398e-01 -1.708256873547316645e-01 -1.218062835822409339e-03 8.091797544576231514e-05 -1.016165733406717564e+01
1.865597616241788659e-01 6.017586300587911552e-01 2.877462427749075818e-02 6.218137210561016509e-02 -2.102962099502031279e+00 7.252304258873910614e-01 1.029484766499764309e-01 1.047732874763656896e-01 6.397300713343354595e-01 1.411337764843109133e-01 6.516667596919048511e-02 8.509044554115565706e-01 6.665333818083478412e-02 6.570509649760900017e-02 7.808754634809941253e-01 8.484606986096778769e-01 8.630187596860809940e-01 2.666564769705071988e-03 -1.811244456532841607e+00 1.295921744241814756e-02 -2.414327542515495926e-04 1.162878150796200050e+00 1.235148452759746052e+00 2.079275322822009796e-03 -2.350913425073022131e-04 5.668809665057105004e-04 8.231028685608660599e-04 -2.530042212824205341e-04 -1.737088815071441861e+00 -7.895237536666221490e-04 -2.037038720634979150e+00 8.794802407833075472e-04 8.051971131514555537e-04 1.754341116858795942e-04 -2.093884923871813797e+00 -4.569777672155958623e-04 1.116069076744316980e-03 2.380785924556715646e-04 7.641328105160357384e-04 -7.092496077969059161e-04 -2.268825004607499363e+00 -3.370953760707514658e-03 -1.891470693158066596e-01 -6.598276642046297935e-01 -9.690742315691897035e-02 -1.555391681548866645e-01 -4.763107604505586144e-04 6.986531494709127864e-04 -9.133236459451838485e+00
2.295258222515703384e-01 7.347709620460000091e-01 6.641335934227053650e-02 8.732998319633451800e-02 -2.088952246941555568e+00 8.813242207865180644e-01 1.297443844681298863e-01 1.737624542894104229e-01 7.193361295974385339e-01 1.608166542709784930e-01 8.229967885708724951e-02 9.630966775501308419e-01 9.689375511290237997e-02 7.676127504467279705e-02 8.995930724137429779e-01 9.765584359062742248e-01 1.003956463340830885e+00 3.120877321426276420e-03 -1.530041099764646306e+00 2.464268905707871563e-02 4.319676724516262898e-04 1.294300855743087064e+00 1.398433419871528027e+00 1.603120045296144202e-03 -4.535133603898840117e-04 -3.313828494142612787e-04 1.146598554198925658e-03 3.987523052583364508e-04 -1.424807178830484355e+00 1.873159528825518261e-04 -1.671410021476116059e+00 1.690753263007199704e-03 6.364372528728072260e-04 3.623428777360562900e-04 -1.742730346390728435e+00 -3.219526481050528845e-04 5.122319470355293520e-04 -1.094695022088147820e-04 1.289262435447145793e-03 -7.662374355336519114e-04 -1.943913276742853302e+00 -2.945719421370308726e-03 -1.639812753532632894e-01 -5.585341295698154074e-01 -8.700763291328088289e-02 -1.276189546153939369e-01 -3.219726494708396980e-04 5.007833679963588419e-04 -7.770062760843631899e+00
2.113171214175200985e-01 7.067087944861778492e-01 7.778521717836060778e-02 8.471241593793632507e-02 -2.007677317425634822e+00 7.896193698261205762e-01 1.150572944180954932e-01 1.440302782373413526e-01 6.682266031989732014e-01 1.411358713989817049e-01 6.931503100404777518e-02 8.725061220731187284e-01 8.255274373867949045e-02 7.104022389217912181e-02 8.273701274980153064e-01 8.966558164645757056e-01 9.085136408826903764e-01 3.017386307581424679e-03 -1.445302169272371318e+00 1.589924115221636597e-02 5.475907711464013264e-04 1.177966923377251396e+00 1.282461178080651187e+00 1.065978286441240496e-03 -9.027053853280888381e-04 -2.000931964902632793e-04 4.632688033867882172e-04 5.675433977595928652e-05 -1.431097013624588410e+00 1.012894186554681882e-04 -1.644193205570682936e+00 1.320615569005480130e-03 -1.434377205418782542e-04 -7.467831397793111002e-06 -1.773018027923373374e+00 -4.339073180542451906e-04 1.297599161625435449e-03 -5.935323171942425736e-04 5.952865141037188982e-04 -3.146227725150386606e-06 -1.850346313717247115e+00 3.907858303963833435e-03 -1.393216853503925490e-01 -5.081231552859329925e-01 -7.526556233190419276e-02 -1.144741650548303097e-01 6.003435986966977763e-05 4.081058746073101015e-04 -7.006633851211534036e+00
2.304820135357168731e-01 6.285523741005473175e-01 7.901075094363134432e-02 8.139511682897253297e-02 -2.065520985618593652e+00 7.143268845942172263e-01 1.217413373524861009e-01 1.467567417768570193e-01 6.350446287949648161e-01 1.692096127291009833e-01 6.891549525968730661e-02 7.981859935725014177e-01 9.515009770174751025e-02 7.885793850556159501e-02 7.497770236829590651e-01 7.921337474818279656e-01 7.950286809768984941e-01 3.492149950146604138e-03 -1.337652875244335959e+00 2.083389356668419873e-02 1.357014058362282646e-04 1.071671808598669617e+00 1.187756631541383223e+00 5.520570149313817638e-04 -1.478455682755287683e-03 3.084541894517763136e-04 7.936911989723095633e-04 1.101687909500823732e-04 -1.215025602310886299e+00 8.487601540656268453e-04 -1.490061889799700889e+00 1.953977162944239669e-03 -5.916144258117282890e-04 -3.251651457640772217e-04 -1.655847969663780672e+00 -6.043234298961235084e-04 9.961495126176397354e-04 -5.067028442103288554e-04 5.001332443410742195e-04 -4.219406846836242387e-04 -1.693579279414133776e+00 5.294438569504200144e-03 -1.518214932531996020e-01 -5.155070428131167670e-01 -7.356859337263602083e-02 -1.141687727048424222e-01 -7.258804633867518580e-04 4.793092493901154123e-04 -6.988524709258105538e+00
1.653422446269170731e-01 3.916248370581312255e-01 1.711768410830529635e-02 1.369580668952366000e-02 -2.247922975710751281e+00 4.141702165946152259e-01 7.066722852026968704e-02 5.265830526290977281e-02 3.513834710177320408e-01 9.451852170488761473e-02 4.128810037960470303e-02 4.543419157483837290e-01 4.047267354878789081e-02 4.339251035560512393e-02 4.322052390783899245e-01 4.403025582174530106e-01 4.465487147110230870e-01 2.621143629644758465e-03 -1.603884549872772958e+00 -3.979382539372090452e-03 3.787583406028037546e-04 6.012653506307247264e-01 6.657309245941125386e-01 -9.344041848413302102e-05 -1.782953613338166161e-03 -5.205606635624628064e-05 1.103543323091340806e-03 4.480973356658118261e-04 -1.552887159339794154e+00 1.163304868847149162e-03 -1.699507246395625115e+00 1.234210800541125051e-03 -1.560002815401660475e-03 -9.472345851629392945e-04 -1.884648068967563317e+00 4.495604327623995366e-04 3.203304031739418411e-04 -1.425632001987783284e-04 -2.595431561127020214e-04 -5.109487608223598669e-04 -2.003969492598240976e+00 2.103263595326593325e-03 -1.635916702784721011e-01 -4.901630268111810684e-01 -6.913601509273176182e-02 -1.083816915013463694e-01 -9.368854535654037809e-05 7.413430603707759714e-04 -6.620419826932798735e+00
