-5.672358927537009612e-03 4.163845900596559353e-03 1.250628676684502685e-02 -7.362903575315546574e-03 1.074640847778158409e-02 2.602392472964994846e-02 -7.966819205360390135e-03 -1.105771994350241566e-02 1.670720849147775203e-02 3.388899687764665436e-02 -3.847416885036125667e-02 2.410234302967266887e-02 1.259284167216469415e-02 -1.885830445860950041e-02 -1.067306556129104904e-02 2.685327447301506104e-03 1.531779166626133504e-02 6.144884340745100301e-03 -2.263673605570643704e-02
4.843685510384751524e-04 6.627695471246529066e-03 1.103479377269873420e-02 -4.679016101442868246e-03 3.281280815192081507e-03 2.171726621760083908e-02 1.242176553914925755e-04 -1.049372215562164624e-02 2.082701725545922991e-02 1.409460185482545175e-02 -3.427970662104661698e-02 2.566135693730678749e-02 1.176407437534389422e-02 -2.083595837594635208e-02 -1.304325186542038863e-02 6.494292741401394954e-04 2.216768398236707016e-02 -4.718161742024457733e-03 -3.063109502764396058e-02
4.132499089687565949e-03 7.671536003823015322e-03 1.713600507199607159e-02 4.726649506805651675e-04 -5.655766574525381701e-03 2.104279790696930372e-02 -8.353945675351970301e-03 8.125807427896127250e-04 8.542523010292960711e-03 1.370433739316295751e-02 -6.358789840365525539e-03 2.768065915586111897e-02 1.073645070042224606e-02 -1.230430854658269568e-02 -8.996730408527201309e-03 2.224873936478735745e-03 4.057441610948800403e-03 -1.650203929623611163e-02 -2.975330850985715911e-02
4.030692623834605283e-03 6.381985692571088761e-03 3.143027848275707636e-02 2.495193028628361551e-03 -1.442783670337136753e-02 1.310671714153538621e-02 -1.589576562520923775e-02 -1.306136458729095264e-02 4.389272562395838718e-03 1.937782138599519061e-02 6.588435955110620926e-03 2.871241827042540773e-02 5.803589933001142114e-03 -9.473446605309646107e-03 -1.282905683946739678e-02 2.054902437208922222e-03 1.431758498991201820e-02 -2.551000763172136740e-02 -3.724209188386221059e-02
1.401960586112253188e-02 1.224420285874982216e-02 2.768665110756654904e-02 6.513096667359952359e-03 -1.615716671240522567e-02 1.089065732024190394e-02 -2.223186697816975990e-02 -7.814048917223275284e-03 -1.668669969954745928e-04 2.356684592734580724e-02 2.074140795304652701e-02 3.120936242747759937e-02 1.277420832968728312e-02 -3.174165473680256103e-03 -3.064773424571663220e-03 1.823340205800645653e-02 2.351680827991889031e-02 -3.221772492146643407e-02 -3.661859437110870363e-02
1.048898642429104723e-02 5.825588333197255844e-03 1.568525179339419484e-02 -1.105285221609628475e-04 -8.350002784435355679e-03 1.163707559373837984e-02 -2.007317017842849549e-02 -1.218053763658340921e-02 1.232376871043506898e-02 2.264355180612941110e-02 2.956603467996603979e-02 2.049360547167967603e-02 1.186296864639393642e-02 1.100002962047907235e-02 -5.342400389605906318e-03 2.857848222033239002e-02 4.453592400661188222e-02 -2.056653920354140075e-02 -1.584243201858476571e-02
1.072286210073244463e-02 8.624754101207852963e-03 7.774204656228705761e-03 -4.845278211115747018e-03 6.010685359498295702e-03 2.165297032441975203e-02 -3.091108211783593143e-02 -1.159774074552083478e-02 2.444084368248549202e-02 3.875748813592559249e-03 3.643954042416944206e-02 2.581622066693817132e-03 6.029020055751821081e-03 6.372185121770554406e-03 -5.634480624685116006e-03 1.728761756436913641e-02 3.798415590047102969e-02 -2.371711857012786737e-02 -2.256622947621827677e-02
6.625535864982275147e-03 1.729421288139221333e-03 -4.941001034320618816e-04 -1.513203365015583588e-03 1.105608986111616780e-02 1.746339881612075234e-02 -2.285014776726299046e-02 -1.874670206353620111e-02 1.006631467616360583e-02 -1.548843430311395075e-03 2.701486015108215191e-02 1.914122745100601403e-02 8.467339975109766312e-03 4.667569874240122020e-03 8.148925561669980930e-04 3.400921679301602274e-02 3.924436700433316105e-02 -2.150029785778014013e-02 -1.291395974040345299e-02
2.170166758160495604e-03 9.048102078415278752e-04 2.034889206276399402e-03 3.685881791065117718e-03 -7.109784639583113536e-04 6.388669938701980328e-03 -2.542726656022720449e-03 -3.046962876848461829e-02 -3.686364205550701160e-03 -2.443752354357054540e-02 2.426687253937453298e-02 2.787890222941071666e-02 6.136113925654840436e-03 -2.063190464266294582e-03 -6.479886960149187176e-04 2.331103972238387709e-02 5.106363127699366233e-02 -1.407347395631810931e-02 -4.351281755688403592e-03
-3.653651769014091069e-03 9.483834237309544208e-04 -5.740934716443981452e-04 -4.587277287041428668e-03 -1.190389220187808815e-02 7.812240952317315960e-03 6.012348472099429686e-03 -2.306570386688926166e-02 -7.668800189372745706e-03 -3.967523183803497305e-02 2.805969437154634885e-02 1.484954105858761128e-02 8.299363236309916653e-03 3.011819643738134628e-03 2.438711838044655897e-03 1.005296011029389175e-02 5.544100264250659271e-02 -6.716213159925614809e-03 -5.053024849650001975e-03
8.211306357150241486e-03 6.460515061808324939e-06 2.604248564319406288e-03 -1.695862546024482376e-03 4.248396098397003856e-03 -4.471197013420705191e-03 -4.910313475842792603e-03 -2.556001820921586717e-02 -2.739695085528650459e-03 -1.923886751017199817e-02 6.121399553272961758e-03 4.629163057456250202e-03 1.828473532780844780e-03 1.043465509372365485e-02 3.803760095064108709e-03 1.771961732912090415e-02 3.918032181807417497e-02 6.744319654721295763e-03 2.139704953660564665e-02
6.434938374941937163e-03 -4.694259344801717665e-03 -6.459625728697411529e-03 -8.913867859595157872e-03 2.793627712026009249e-03 -6.431983971102465860e-04 -1.864445506548715811e-02 -3.385919623365785461e-04 -3.467247181164557004e-03 -2.354346276794108683e-02 -6.958621419093944348e-03 -4.788032848937997382e-03 -4.130532713227026177e-03 1.070735453634111614e-02 6.272096917283028622e-03 5.916722783998038492e-03 4.531541886244527806e-02 1.477194147822715256e-02 3.237457976522321867e-02
1.080191133210761482e-02 -1.430237775302082605e-02 -1.353603830316742716e-02 -4.625759683457206749e-03 7.111218738729172331e-03 -2.587482025946052054e-03 -1.943434205795696590e-02 2.575907668060258265e-03 1.702267114560733659e-03 -4.035118993084472333e-02 -1.570230551166773916e-02 -9.593248596904268167e-04 -1.179966820740223875e-02 7.139815125875149590e-03 5.599800691271052816e-03 7.635210878691193505e-03 5.397352818922507289e-03 3.160765062137373127e-02 3.870250159619292168e-02
4.110999559648043783e-03 -8.767214120461774840e-03 -1.042609545432155067e-02 -2.844383810188747929e-04 -9.451806743295079229e-04 -5.655264147320824934e-03 -1.613304509784955869e-03 -7.366563510446785985e-03 1.212066401911847044e-02 -4.876072901685896827e-02 5.045853176524235650e-03 4.414119957189505811e-03 -1.497323150762487620e-02 1.014254562066998003e-02 3.230006578543558656e-03 2.137276550892152835e-02 1.132134179243402677e-02 3.682196573144157908e-02 3.589631127285131812e-02
1.649159339121187163e-03 -3.438189071001161463e-03 -8.424196405355906941e-03 -5.112554391996477435e-04 -6.233210762232294089e-03 -5.402385348392047849e-03 -4.067386739256802566e-03 -1.532257009327950498e-03 1.779468634449484291e-02 -4.216167617101473919e-02 9.069989398685886911e-03 -2.102551695047289587e-02 -1.416730435676808245e-02 7.699965508252745033e-04 6.328688887615559894e-03 1.926981248108881190e-02 1.093214148778109442e-02 4.177537285485936891e-02 6.597389761734681612e-02
-4.059438587919105907e-05 -7.023370868462018145e-04 -1.277210772894640453e-02 -2.033474959773832417e-03 -5.567917008857726537e-03 -7.218270197684723347e-03 1.863551362583591720e-02 -9.481192905438512192e-04 1.799094146127356783e-02 -3.427417516653006452e-02 1.019441092155459229e-02 -2.004527832737125481e-02 -1.510903588052113673e-02 2.369014841057145819e-03 1.070690103229938496e-02 1.505898255569883271e-02 2.432073766421758571e-02 3.129079942359812988e-02 6.587603311557352348e-02
-8.982515034707380577e-04 5.932412347814088049e-03 -8.473126311264855132e-03 9.820300481552675029e-03 4.041944979881652820e-03 -7.868150802551312703e-03 2.236788439094010775e-02 4.865774542618554917e-03 9.802669933676483316e-03 -4.023272630731852123e-02 7.520577865329810055e-03 -2.552979130597607046e-02 -1.483486291143925467e-02 3.793584839050413802e-03 9.731760136745698855e-03 2.420804672842502558e-02 2.421754928833020834e-02 3.045982785403621856e-02 7.571441089248781564e-02
-2.492150305514752653e-03 4.515103704468250573e-03 -1.207228076538859052e-02 1.834624052692171350e-03 1.049260032676404544e-03 1.838565315896006631e-04 8.050590355748874632e-03 4.551022512979055988e-03 3.166589619108107264e-03 -2.442499514434009339e-02 8.481526415379780567e-03 -8.776323778699047021e-03 -1.975865095286532744e-02 1.003574551779611371e-02 1.457335210420220364e-02 4.724575793982106753e-02 1.425047757774510100e-02 1.728966793051143688e-02 6.596807640017514351e-02
-2.114179716524323808e-04 1.351532278380888734e-02 -6.441306712668526564e-03 5.712408340723535739e-03 -1.203240160469321897e-02 2.728898883619720796e-03 1.082619511460477212e-02 1.808618316945079935e-02 -6.746893076769991740e-03 -1.254422468052975373e-02 1.451449156236325755e-02 3.224532849904126249e-03 -1.149858449090469283e-02 4.212839788630302028e-03 8.360219513672917033e-03 3.519463780288853427e-02 7.521828907173642130e-03 2.086555065925831468e-02 6.826534122923430536e-02
-5.546900012441105011e-03 1.206222290218699443e-02 -2.253206238703870691e-03 9.962381265756587931e-03 -2.504607225025635552e-03 2.495982699953169966e-03 1.743240634248769197e-02 2.154350544776354251e-02 -9.951356744329219531e-03 -6.943345770069311342e-03 2.243223827820279778e-02 1.707545558585523088e-03 -1.339179786506258275e-02 7.650799504126508561e-03 6.249569983601825814e-03 4.353413345955768621e-02 1.570505869993564854e-02 2.780264518533465817e-02 3.876178690350222389e-02
-7.404448195979505300e-03 1.403391511492196701e-02 -7.610311769630360122e-03 9.695616026868462967e-03 1.729040968724469482e-02 -5.788937777132152542e-04 9.816559869671242448e-04 2.550660789024993338e-02 -8.997380139633658069e-03 4.376999389387719458e-03 6.758654808343334333e-03 7.388931316598205609e-03 -2.863619359333071952e-03 -6.114159428430483885e-03 8.388955723912006751e-03 3.776008635845053835e-02 -2.336498290926998858e-03 1.564371961309748288e-02 1.720422065657895364e-02
-7.687924617432424258e-03 1.441873414261065148e-02 -6.738602069794408754e-03 -2.507122687976286266e-03 1.453798825702730738e-02 6.403583960903617110e-03 7.869428612187236161e-04 3.262861003788700143e-02 -3.190054899912275754e-02 1.101989922725367908e-02 -3.793024412261463123e-03 1.489353417851839445e-02 -2.204101695085563465e-04 -2.816145960279423186e-03 7.337109436491456339e-03 3.899713820697124633e-02 -4.746889574947146979e-03 1.515514656952010424e-02 -3.732998765546047303e-04
3.661608162567340564e-04 1.690711783890721728e-02 -7.550609709894853631e-03 -4.480709344305821955e-03 2.506410644127569573e-02 1.816541531416950885e-03 -8.252394454725383785e-03 3.389484048571181352e-02 -1.125176262291592393e-02 2.692811089399334973e-03 -1.518441379480734918e-02 3.120603263428880711e-02 -9.308130913587692439e-04 -1.461024383664394095e-03 5.927328526237229944e-03 5.187141557047765528e-02 6.183864565273939490e-03 1.263897523664112531e-02 -4.247756568362958361e-03
1.006118421198478512e-03 1.566730683915735362e-02 -1.246856099733228453e-02 -1.208468115326188355e-03 8.918743650504615261e-03 6.068049424313614465e-03 -2.158902848491430632e-02 4.574029968692445297e-02 -2.261262586766781858e-03 -2.001751132186384285e-02 -1.887480916166260278e-02 3.993047089550083584e-02 3.313308003858402365e-03 -2.683513280814459143e-03 2.119105541420722959e-03 4.518447311595506777e-02 -2.213819547227649856e-02 2.526476459199550675e-02 -1.289727031751684676e-02
-2.805365329528898295e-03 7.828610487027022613e-03 -3.683431052323259906e-03 -8.776958636553448476e-03 8.033795808678413555e-04 2.706458142972245975e-02 1.946596312361771521e-03 3.325668479026297475e-02 -2.949880076480244223e-03 -6.771672939786128539e-03 -1.910409448112040595e-02 3.534707563730354885e-02 -6.825741588409871578e-04 -9.203658215574388179e-03 4.296667494861993938e-03 3.790731979615846736e-02 -3.106296366978837306e-02 2.124461378379101373e-02 3.620585239946275038e-03
-1.364847137864449653e-03 1.600795204596159108e-02 4.034519103965060818e-03 -3.113882134093956099e-03 -3.742626067220027053e-03 2.727256887952241374e-02 3.090660527932835317e-03 3.352027790222978504e-02 3.620074808924840775e-03 -6.456995230412198965e-03 -3.096918311132456215e-04 3.664451315738482401e-02 4.258448423171036154e-03 -8.833989627249795931e-03 -3.002529578466599583e-03 4.736640273885566604e-02 -3.595293167267250151e-02 5.075789377462997312e-03 2.357286605797628831e-02
-4.929198586960958223e-03 1.564868006675555756e-02 7.555087695136328101e-03 -2.381918141682115922e-03 -4.252017948198891228e-03 2.719228044051172355e-02 -1.749801525586493559e-02 3.588380652977933571e-02 6.539928656397150583e-03 -1.727951821191071446e-03 4.555193456244078891e-03 3.614908292279266078e-02 -9.111888461546909694e-04 -3.428467342845360321e-03 -7.394147180536326559e-03 3.141114351312236652e-02 -4.334534018712855874e-02 -9.990058586779736356e-04 2.509642745009449394e-02
-3.779979928317568801e-03 1.762707748056815613e-02 1.601291357256405534e-02 4.899661890246645099e-03 -3.617798698171758448e-03 1.789892322873419192e-02 -2.167300000744441790e-02 1.684984871127068184e-02 -7.708556922749464600e-03 8.161005472342313521e-03 2.005183408806826897e-02 2.901054724206396027e-02 -5.523960387433731432e-03 -7.745327805914074826e-03 -8.133561258587098872e-03 -5.415335468417917589e-03 -4.561045038490326581e-02 -1.022749514372479169e-03 2.642758146100265132e-02
