4.001645665222082135e-03 8.419028425496419841e-04 3.044374883328830952e-04 7.208709738878237017e-03 1.173733028714036728e-03 -2.011615620604144915e-03 1.019178419719443370e-03 7.476496393476208223e-04 -6.152176248056448731e-04 6.866994978661711746e-04 1.067543422240453763e-03 -2.158048196766713413e-04 2.442270961667037960e-04 5.535302948415033114e-04 1.544430295945946503e-02 -1.642897630380633911e-03 5.611160872116429223e-04 1.133244865286676256e-02 -9.987154631160822214e-04 3.956548644244927099e-04 -1.152597655958078216e-03 3.381880942399905486e-04 7.292288424912856705e-05 -8.301137478947685213e-04
4.518966880754953690e-04 8.709901004101684415e-04 -1.471903870101397933e-03 -4.729416380327602920e-03 2.041396325397045255e-03 -1.968288400678597835e-03 4.516954737219206091e-05 7.517353103118745153e-04 -1.326409285164839406e-03 -2.571236849375877647e-04 1.408414812583214451e-03 -4.799726082056405326e-04 -7.136338029369588133e-05 1.559188985654719932e-03 1.680081927093593497e-02 -1.748605650978537433e-03 1.214526784206042395e-03 1.234575783809935094e-02 -6.558245147419177650e-04 7.777985101475947500e-04 -7.028053652131255064e-04 7.952884254028389378e-04 -4.774773514879575775e-04 -1.250091249805903876e-03
-2.276349159590854848e-03 1.769777169162660814e-03 -2.387064783020957908e-03 -2.032198756685169635e-03 3.286606349808841258e-03 -8.275797280336496956e-04 3.025453125567017501e-04 4.690808490327339582e-04 -1.276277727105035826e-03 -1.008083202458893513e-04 1.404508082981761061e-03 -4.426546405964987599e-04 -9.410470754217128790e-05 2.419959507875033000e-03 1.275072751101714343e-02 -3.331107008812287090e-03 2.969048308708026898e-05 1.610020802758034553e-02 -2.564014373139956310e-04 2.463708187348426595e-04 -5.405954956833710278e-04 1.246318405966474578e-03 2.259046895859928789e-04 -1.152362581037229923e-03
-2.794663745088056539e-03 7.258714470117687495e-04 -1.759229573873756416e-03 9.520091613034420376e-04 2.748696055392124606e-03 -8.506227193758806844e-04 -4.731373192234672470e-05 4.152351256313541335e-04 -2.128035749152399746e-03 -3.186930926983760405e-04 7.431097724369036548e-04 -2.013894945227687422e-04 3.569862104014839420e-04 3.029964987970044433e-04 8.620729922588334440e-03 -2.799011466774074374e-03 1.405135387757440804e-03 7.178678498055912453e-03 4.717100405856487961e-04 2.190399672266264296e-04 -5.818505459486924712e-04 1.709284816656309785e-03 -5.652239059275943403e-04 -1.417544676274443529e-03
-2.548929793004656424e-03 1.609036979941192748e-03 -1.906520666409101169e-03 9.524279468324585787e-03 2.286506428521429928e-03 -1.641090952275681917e-03 -1.070917107680080570e-03 3.679321606198198672e-04 -1.745772310523666495e-03 -4.825893382035450953e-05 3.654989937422726772e-04 -9.630921971737259422e-04 8.517207081483085850e-04 2.047714200759178770e-03 9.129517941209825543e-03 -2.538897878684768638e-03 -8.153263428267101690e-04 8.317412684402159667e-03 4.642254573035481868e-04 -4.644466941468870292e-04 3.850844377025051013e-04 2.533552120044574654e-03 -8.721883017456420143e-04 -1.466492900394962594e-03
-2.360393624221157637e-04 1.075377023578296624e-03 -2.418663055529369447e-03 3.115540860759517024e-03 9.386618265416705326e-04 -2.825134547058961152e-04 -2.274405770086928376e-04 1.518167773661371846e-04 -1.442710702875486589e-03 -3.935735415213639180e-04 -4.709546622032226401e-04 -5.357777429100294775e-04 1.647689241841509850e-03 -7.836971528100873663e-04 1.430444735403236904e-03 -2.542559262531850651e-03 -1.193855377201537326e-03 6.809547047369442566e-03 -1.612864097412929109e-04 -6.424455491564487822e-04 -2.280294831336775771e-04 2.629726783918885299e-03 -1.703294979160011914e-03 -1.536435381766606666e-03
1.310123088287535979e-04 5.668585606295997639e-04 -1.868238319224424602e-03 8.378195779942664012e-03 -5.931638098462479634e-04 -1.294772223272756210e-03 -4.725799753451941933e-04 -5.107406337853733370e-04 -1.164160808678965610e-03 -1.015729878422552517e-03 -3.664882356757831342e-04 -5.842854059464987811e-04 1.465568875650312668e-03 -5.154708699700089785e-04 -2.334431038174958079e-03 -2.581182655227814288e-03 -2.484234164896076489e-03 1.124358209290285057e-02 7.652774013423259620e-05 -1.326185132474783437e-03 -1.088167315237286733e-04 2.284586649916793902e-03 -1.828360861499377706e-03 -1.211938024810305580e-03
-1.309858452763193589e-03 6.596643238293889953e-04 -1.879294148792439193e-03 3.378291175317188564e-03 5.635236926989584198e-05 -3.193154446761866348e-04 9.321340649057172382e-04 -1.473929103972844348e-03 -1.616571644563694543e-03 -8.155898021757358035e-04 -1.788193973955175178e-04 -4.890177138112570751e-04 2.072096487331150528e-03 8.873611326599970591e-04 -8.766695643316727710e-03 -3.937753805058042365e-03 -2.967012177438470809e-03 1.357549749665618727e-02 4.994777370457320793e-04 -1.078914103628949867e-03 -3.271948498015879160e-05 2.100001132379649121e-03 -1.813281954204711477e-03 -7.681169469546689785e-04
-3.553483108586055587e-03 -5.141073795412397750e-04 -9.026691793279343788e-04 1.354594543527157940e-03 -5.160191560068039859e-04 5.223640774132883870e-05 5.280972535639559063e-04 -1.469733900874017072e-03 -1.506126752582649187e-03 -1.845627989207039490e-03 -2.063885142404248228e-04 2.369192329387378646e-04 1.788405950300065491e-03 -2.040960780621525836e-03 -6.056386352495416077e-03 -3.577062249642491351e-03 -3.104939438853848797e-03 2.240860482970261774e-02 3.494018868028732111e-04 -3.461588063120753234e-04 8.213836917923520201e-05 2.265258481587549815e-03 -1.413731556111408110e-03 -1.019660627718752119e-03
-3.819271913638925316e-03 -3.119345067133629315e-04 -3.841355076662212025e-04 2.856551177410809710e-03 1.118850398364178324e-04 5.706544179923125036e-04 4.433643338089968480e-04 -1.656466686707443398e-03 -6.191877426100927690e-04 -1.585453294271018049e-03 1.806762777211976586e-04 4.746934375071554940e-04 1.840600526872292718e-03 -9.801831031851619431e-04 -7.629819182441670636e-03 -2.620393702686804518e-03 -3.685077842390590153e-03 2.051420509338959183e-02 4.097633089196044018e-05 -1.889509606293059314e-04 6.916343284868454707e-04 2.168242351180432303e-03 -1.633929178643651198e-03 -7.791777567187950851e-04
