6.855398642923246655e+01 -3.002030296471727979e+02 -4.050987474484199993e+02 -2.005551849098167736e+02 -3.218695626541401680e+02 -4.265745742246615464e+02 -2.968619993121208722e+02 -2.524094412737446476e+02 -3.550278576604515024e+02 -7.489471554782060991e+01 -2.720267356610790443e+02 -3.163453435001566163e+02 -3.615807702316591303e+02 -9.379649326472872417e+01 2.770722843407960312e+01 -1.852403175114109501e+02 -9.973423539397698434e+00 4.881009422834303280e+01 -1.285687300614812045e+02 8.864608311741321245e+01 -5.405227926958323081e+01 -1.664329510112575576e+02 1.298457689164593987e+01 -2.068573063666603105e+02 -2.275540661366366066e+02 -1.363997305846868926e+02 -6.575765313564430414e+01 -1.692759528454716076e+02 -5.137176172288558718e+01 -4.043148830911123071e+01 -2.014587929569148912e+02 -1.427948844093209857e+02 -1.350721599107986037e+02 -1.728037827476180723e+02 1.777277649515104088e+02 1.767017542565650956e+02 -4.599258296324784396e+02 -5.185803595652081412e+02 -3.477994426242127588e+02 -1.276885608874286646e+02 -3.565851155216623738e+02 -1.585654387288329019e+02 -3.679632314345775512e+02 -3.354914585609053574e+02 -5.068542381279435176e+02 -4.115586892394485830e+01 1.392456348010030487e+00 -3.343977995616934322e+02 -1.222650293505339825e+01 1.891128681114322063e+01 -2.310741749055606817e+02 -1.036113730343191435e+02 -7.659289315560273792e+01 -8.252891803837073326e+00 -1.305243992123533872e+02 -5.943963798970985479e+00 -1.736643546237938551e+02 -6.244860959266178924e+01 -3.016187025563432371e+02 1.515455215504894682e+02 3.275320088216698622e+01
-3.210635151677422527e+01 -2.174560572829846308e+02 -3.300337123493035847e+02 -2.439745345075388343e+02 -3.643540930740167596e+02 -4.652001498081422142e+02 -3.155563578171721133e+02 -2.662169019591105439e+02 -3.381545865970910540e+02 -5.611547836862993677e+01 -3.074595856302240122e+02 -2.156449429571069913e+02 -4.017102087893215980e+02 -1.196068618795985117e+02 2.102964305158704406e+01 -1.992281938845062825e+02 -5.691613566666534751e+01 8.465267072449350394e+00 -1.302495670833332895e+02 1.461225446600356292e+02 -4.233882035928160548e+01 -1.234018554299550772e+02 -7.347187159529197231e+01 -1.798987398565989793e+02 -2.540936201077485919e+02 -7.276107244227240756e+01 -4.746426706797780071e+01 -6.936996065486275143e+01 -1.024041954721448633e+02 -6.130383822026435325e+01 -9.414272284742729369e+01 -2.036364030676100185e+02 -1.071877652874591860e+02 -2.775934648016076380e+02 1.727974230722773257e+02 2.607715049482129075e+02 -4.711502617397497374e+02 -6.671232970406258573e+02 -3.659638855524317478e+02 -6.320229319928071021e+01 -3.724797935601238805e+02 -1.121588271435295354e+02 -3.209214740130542509e+02 -4.522566501372917287e+02 -4.417823934114967415e+02 -1.820437638489545407e+02 -8.254649808846590986e+01 -1.429081782482969061e+02 -1.742298496322345613e+02 -3.588213371211968905e+01 -2.602534392793439793e+02 -1.174232324546946415e+02 -1.156674651181682805e+02 -5.316517399588958170e+01 -5.901499890363561462e+01 -7.035088144957293821e+01 -1.529257427369900313e+02 -3.363334986304483465e+01 -2.970141992729767253e+02 1.857596231050516451e+02 4.241725911915859371e+01
-1.184008740238883490e+02 -2.695479573287569792e+02 -3.569195093529698966e+02 -2.736472221755433907e+02 -4.201711466810550064e+02 -4.688911404114462584e+02 -3.347317628644299816e+02 -1.697136037872006966e+02 -3.379376823647080528e+02 -1.323716240027305169e+01 -2.589338932344212481e+02 -1.077906121131810266e+02 -3.987009070333702994e+02 -3.176026871017925259e+02 6.277740983416413201e+01 -3.443533293302397169e+02 -1.924030577617355320e+01 5.715618414611544296e+01 -1.019310294726577411e+02 9.073244846777811290e+01 2.748271250656081222e+01 -4.011168790357648106e+01 2.298346998446443123e+01 -1.625485760394495856e+02 -2.845430258533467054e+02 6.657203016115934346e+00 -2.851087943505142164e+01 -3.844087581484046012e+01 -6.922034972914906348e+01 6.915115006316352897e+00 -5.274930446598453671e+01 -2.039416785840613215e+02 -1.156433190850400479e+02 -1.309863952728243817e+02 1.486238493516897847e+02 2.209429222554582282e+02 -6.406784744839062569e+02 -6.283148448858252095e+02 -2.871987219970412752e+02 -5.892875387011998356e+01 -3.465509257105378538e+02 -1.525585723671165681e+02 -3.141508758791413811e+02 -4.535049842490701622e+02 -2.716826581343345879e+02 -2.438714590732865872e+02 -2.392911731139947307e+01 -1.709712666581066003e+02 -1.300435443155822668e+02 -1.347131772254102486e+02 -2.404274280047773402e+02 -5.397655708980261835e+01 -1.422228920864001793e+02 8.214243205426036809e+00 -3.651369331806455421e+01 -1.340149246796447358e+02 -1.306680630740303855e+02 -4.714589152841421793e+01 -3.385262668126628114e+02 1.662940224627639623e+02 1.608318607837772307e-01
-2.413612335033591023e+02 -3.230755735338966588e+02 -3.968643063017922259e+02 -3.086503989891394895e+02 -4.521191863818461343e+02 -5.719258675018994609e+02 -3.467416997864833093e+02 -3.542155747902232577e+01 -3.126238860458744853e+02 -7.822946818260099633e+01 -2.387234942119905554e+02 -1.712538038162262808e+02 -4.104804486730531039e+02 -3.112949384126119412e+02 -1.027505053893871150e+02 -2.375156055788565084e+02 1.009265484144473106e+02 4.825794257716673741e+01 -5.978429168533962468e+01 1.531459693360354777e+02 4.686845527367296427e+01 -7.530618288721059628e+01 5.428301788029776276e+01 -1.805056329423804229e+01 -1.977244453680769425e+02 2.415698625894026108e+01 9.236959828817857954e+01 -1.419962384853504567e+01 -5.296624223685481070e+01 -2.925392925766732688e+01 -7.981583922416442078e+01 -2.653292219399603482e+02 -9.790013577505150977e+01 -1.140603811852825231e+02 2.130874572972290082e+02 1.874117690557213223e+02 -6.733951522160929244e+02 -6.711479403818301535e+02 -2.928036936847492484e+02 -2.630303818827260187e+01 -3.379921613166131351e+02 -2.929318541223226475e+02 -3.972307391628660298e+02 -4.127999598940519377e+02 -2.938919256250462126e+02 -2.564309521327477341e+02 -5.976715473906838838e+01 -1.005253708933338856e+02 -1.229098289211736841e+02 -1.143741504260443094e+02 -2.333889661989574620e+02 2.802793700705745294e+00 -1.183039312781923798e+02 -4.729025017203984937e+00 -1.449342087470167151e+01 -5.409023942672848762e+01 -5.545461120503818364e+01 -1.504592565819327810e+01 -2.518819972193725505e+02 1.771659567808331133e+02 -6.728568194386998158e+00
-2.454475900998349118e+02 -3.656218186355134776e+02 -5.065814740822382873e+02 -3.111739967974904175e+02 -5.444824535009234978e+02 -5.112794244855938359e+02 -3.995389718235120426e+02 -2.548214032580073507e+01 -3.913982836703925727e+02 -1.036658032275014705e+02 -1.982091499475825458e+02 -2.129648861949538343e+02 -4.789101017291570770e+02 -2.312403186862445921e+02 -8.298455285007672444e+01 -3.353278302535971420e+02 1.341307783490475458e+02 -3.315634333406696754e+01 -7.379261042326301379e+01 6.061772316709030406e+01 -2.193261042701931895e+00 -1.321140185487284100e+02 -3.348575573663056026e+00 4.678167953144569680e+01 -1.841336502384586709e+02 -2.344306577765008726e+01 1.112144802705400650e+02 -7.319537851286072794e+01 -1.181086411841683770e+02 -1.699619500209043963e+02 -1.323781208973446333e+01 -3.168022707596522878e+02 -1.135835854502529543e+02 -1.512225633013515562e+02 1.458395230199002981e+02 2.517516959659371878e+02 -7.637829994994464187e+02 -7.608414630439823441e+02 -3.923173782184253469e+02 -4.679407935540628927e+01 -3.942944560593159622e+02 -2.355258904615320716e+02 -4.344490589850004199e+02 -3.993106182571582394e+02 -2.629458828465382112e+02 -2.905619586891941708e+02 -1.455688083918552138e+02 -1.303424643090820894e+02 -1.856209425249815581e+02 -1.053880107565067306e+02 -2.153551987476151623e+02 5.282246093737035686e+00 -1.267158498481160933e+02 -3.730079691564242239e+01 9.634531022672123868e+01 -4.929942337939097285e+01 2.965493175979159446e+01 9.924789695489371866e+01 -8.563354200299500008e+01 1.387757510482265957e+02 8.890516316127333596e+01
-2.507110334548804360e+02 -3.798961803396855998e+02 -3.906848010476842319e+02 -4.325850874416631768e+02 -6.254473836829293987e+02 -5.505119448274724618e+02 -3.722995183264698085e+02 -1.153383771902860815e+02 -4.164236834092715185e+02 -4.833902699323755314e+01 -1.067446804398945090e+02 -2.779839431894229733e+02 -4.086886051145083343e+02 -3.183507939936125695e+02 -9.726316356778445993e+01 -4.467449850207486293e+02 1.126531034404480778e+02 -5.498293959541098275e+01 -1.047616456669323384e+02 -1.613898391262164722e+01 -3.001491418630029528e+01 -8.988687350495280270e+01 2.896365421263757867e+01 5.011044491313716520e+01 -2.145274558340613567e+02 -3.790728053864578584e+01 1.501391687551617338e+02 -1.283855470668362209e+01 -1.363327971395418103e+02 -1.886639071249304607e+02 -2.219335324033109202e+01 -3.447451322041461594e+02 -4.638904947361652820e-01 -1.506818385295462690e+02 1.330565026639351913e+02 1.945281358251083361e+02 -8.552865334619750683e+02 -7.650191089518169747e+02 -2.238000389579724185e+02 -3.131384493542848446e+01 -4.311257578036434097e+02 -2.335264279253670168e+02 -4.110677614441103174e+02 -4.246232434811756207e+02 -3.180126062479282609e+02 -2.127452068278601871e+02 -1.519419355482719141e+02 -1.564436874983065877e+02 -2.191811460066575137e+02 -4.805025389866327856e+01 -2.045702608583879112e+02 -4.516810461604179494e+01 -1.015004575479352837e+02 -4.624797830402413723e+01 3.295856336540688858e+01 -2.442201244549360339e+01 -6.993106447917674551e+00 6.909180997313350758e+01 6.215672805972936033e+00 1.205940237935689510e+02 9.930741957294574718e+01
-4.510673099886092814e+02 -4.464154319384989549e+02 -2.886004431738463154e+02 -4.460841522684531810e+02 -6.304730512935547040e+02 -4.695525115719311202e+02 -3.197400668654440210e+02 -1.302097432963665256e+02 -4.322785387454718489e+02 -5.490001937949747202e+01 -1.460428484840654733e+02 -3.351186372499153094e+02 -3.012185833289287871e+02 -3.950589871919012808e+02 -1.618927290360759912e+02 -3.441918832143524583e+02 1.347264437713041616e+02 -8.569102740948189023e+01 5.018805729722330966e+00 -5.178298674634627474e+01 -5.862592890296225789e+01 -1.159022990403881153e+02 -1.599170588673274374e+01 6.682237860393505002e+01 -2.712979054661479950e+02 -2.546210089483953354e+01 2.050846596829896669e+02 3.229490095997817889e+01 -6.612369485016230897e+01 -1.944086503998401838e+02 -2.131295698585931575e+01 -3.512177313256227649e+02 -1.914767448377482495e+01 -2.247124915617911540e+02 1.011168269318609561e+02 1.004123484168298148e+02 -8.035420721489876996e+02 -7.631257900814845243e+02 -1.540095924524396196e+02 -1.299803865226189181e+01 -5.645496647107770514e+02 -2.078340678863187065e+02 -2.888094365686286551e+02 -5.253107200778894139e+02 -1.877151045921338834e+02 -2.548725364897678958e+02 -1.437170455411429941e+02 -1.236381502442698945e+02 -7.585082104253946511e+01 -1.835758434920341742e+01 -2.118185537746846592e+02 -6.750252528821673081e+01 -2.094835626346616948e+02 3.394696171006171426e+01 -7.664053067329287039e+00 7.092733745126732003e+01 -1.797751453608902494e+01 1.146529608686257120e+02 8.669416363400037540e+01 9.296097704637767833e+01 1.178359516360350767e+01
-4.979201450214198417e+02 -4.034716626268919413e+02 -2.534525342812477220e+02 -4.468409406192023425e+02 -5.478575086895042432e+02 -4.070116536695679770e+02 -3.443921442927596672e+02 -1.465045888160432810e+02 -4.742396650497191786e+02 3.020197796948773572e+01 -1.024892446356057008e+02 -4.522543989109078097e+02 -2.127505852917055620e+02 -2.326223185749880713e+02 -2.031594211440590811e+02 -3.853829728996381618e+02 1.087016672578471344e+02 -1.047722270674389762e+02 -9.711424801794356299e+00 2.310310245089005932e+01 5.891735968935260814e+01 -2.611348783728389549e+02 -1.173975231158186432e+02 1.153150508845308337e+02 -3.059835043870735944e+02 -7.057953191839844465e+01 2.230583680853335125e+02 -2.430189944833166038e+01 -2.704060601751479354e+01 -1.047184227674240589e+02 6.312457264523801115e+01 -2.239370484602965234e+02 -9.025092518827287336e+01 -1.997352822887934281e+02 3.986522909898364020e+01 5.142811584513183476e+01 -9.360315564444241545e+02 -6.906879022685972132e+02 -1.094319284006859192e+02 -8.660714060099351741e+01 -5.927295245318995285e+02 -3.182599897503803845e+02 -3.439070197922142142e+02 -5.785564997505845213e+02 -2.198804812024670809e+02 -2.316374651239467255e+02 -1.220232878781000778e+02 -2.061295527672628509e+02 -1.160209875854837946e+02 -3.220925347467239419e+01 -5.894342352006350438e+01 -2.023129492227967674e+01 -1.747255895244535679e+02 7.309248416328848919e+01 1.367534808904970234e+01 8.012257167382237810e+01 -2.459216950027639470e+01 1.041871892496391752e+02 1.476561123684342078e+02 5.777999328545600122e+01 4.238128809114607520e+01
-6.115854336295918756e+02 -5.161699385719907696e+02 -2.343365575721963978e+02 -4.097898074972180211e+02 -6.378012128351263073e+02 -4.734854205280245765e+02 -4.256669634089140004e+02 -1.650753709077387157e+02 -3.786400501211402911e+02 4.913837249966530152e+01 -6.529392536791306156e+01 -5.306326510989076723e+02 -1.308077716095062897e+02 -2.475150340585852859e+02 -1.654804030380757354e+02 -3.629992071426132725e+02 9.135449286025408355e+01 2.153217432056820968e+01 3.427319449608851443e+01 4.915497268971937217e+01 -4.083043109197336662e+01 -2.476902679096376119e+02 -6.776031280896737030e+01 1.161581721791117019e+02 -2.198304802101260975e+02 -8.327671747561630866e+00 2.637951168878493036e+02 4.304304879407740714e+01 4.836239339539863380e+01 -1.555605007642555790e+02 1.022116238816714286e+02 -1.788900434692712338e+02 -5.686668909781490555e+01 -1.412630763634590494e+02 4.236288888638610217e+01 4.233716359199272716e+01 -9.074223819704618563e+02 -7.314435232895800709e+02 -1.391394688670352480e+02 -1.310325149302390457e+02 -6.503775277464476403e+02 -4.151052570434692370e+02 -3.358661988649657815e+02 -5.899777288892996694e+02 -1.590042138257227577e+02 -2.442416353892817256e+02 -1.481793057242305167e+02 -2.413014805129728018e+02 -8.186940272086079062e+01 -9.724553134432738943e+01 -9.146386285802952898e+01 -7.234193152849237585e+00 -1.907021070597834580e+02 8.489887228804690267e+01 6.943340784609682714e+01 9.005042243664310320e+01 -2.443099562101815891e+01 8.251895714618694910e+01 1.651248032694550716e+02 7.723529636150449562e+01 3.235810777155323592e+01
-6.800928138933822993e+02 -5.239558702707116709e+02 -2.530203112003937065e+02 -5.600312022991707863e+02 -6.873699120166515968e+02 -4.410645014262638597e+02 -3.836500200101545488e+02 -1.752488983765891248e+02 -4.792852832698752081e+02 1.668741639478083272e+01 4.449287799619228423e+01 -5.141042768234816549e+02 -1.496830447608301426e+02 -2.781936718526694108e+02 -1.852646069196479175e+02 -5.352917708207565965e+02 -1.574121897336746567e+00 -3.974727237086238318e+01 1.217736583731600675e+01 3.143118560295007669e+01 4.959603214544171834e+01 -1.960720268561196917e+02 2.863751700732120398e+01 1.276631384741831283e+02 -1.780288417099675087e+02 4.048405612929654751e+01 2.434734589977278461e+02 1.562872641335496482e+01 -1.302059270182587447e+01 -1.740997263672705060e+02 1.008884862367224997e+02 -1.556011703785744338e+01 -1.984959771133727315e+02 -9.129473673973022585e+01 4.997512359426090711e+01 7.085112091843201654e+01 -9.254260446352502640e+02 -6.536630042895070574e+02 -2.629214248175209150e+02 -8.114025238142461660e+01 -6.017628313735878010e+02 -4.030412081406686298e+02 -3.631264954112377268e+02 -5.351685737642283129e+02 -2.018498614941936182e+02 -2.843972308921524359e+02 -1.901756544042659129e+02 -1.530380662065497006e+02 -7.676877773561305673e+01 -1.213874406907531522e+02 -6.203701793060089642e+01 -3.066817989703990222e+00 -1.518013830767707475e+02 7.959547744148827064e+01 1.070455882447940184e+02 1.742737738379483119e+02 5.887780254850164852e+01 6.310400270857559946e+01 1.207871921172310721e+02 -2.405130402972518766e+01 3.029094174361785008e+01
