-1.757802483189545815e-03 7.916216284271312173e-05 -2.460476945878345770e-03 -4.230205548307482653e-03 -7.214313648017916646e-04 1.325353968550511041e-04 -1.949593610639601283e-03 -4.812287016809052684e-04 -1.526036989807327609e-03 1.021554439956026943e-03 -2.611103261806104175e-03 -5.202362866582227371e-05 -2.832690022097683179e-03 5.772014426926222030e-04 2.863454245083142126e-04 7.119481978965123362e-04
-2.176109212081943443e-03 -8.135517207760204969e-04 -1.601325016301561677e-03 -3.562176760155555920e-03 -2.402843867009506282e-03 -5.210179976876211328e-04 -9.048949121193515651e-04 1.262220850559171150e-04 -3.289341524934136403e-04 -2.416882789016801735e-05 -2.300248140240639810e-03 5.471788703546650191e-04 -4.407760915348550579e-03 2.408606750875544832e-04 8.667764455450459494e-06 2.330307880212042083e-04
-2.330112736105602024e-05 3.619649049382464004e-04 -1.445217617160322789e-03 -3.437317860402720488e-03 -1.360535642233216651e-03 -6.059159673723067728e-04 2.069521469900795251e-04 3.296714479296886987e-06 -7.708300180089874398e-04 -8.196796132428765336e-04 -1.834800394903490913e-03 6.289164861096457892e-04 -1.022636691611116628e-03 1.621711616646969454e-04 -3.049140029413506016e-04 2.116767160373522110e-04
1.404900929557150813e-03 1.104043243664945426e-04 4.279011762784298498e-04 -1.695397285884638625e-03 -2.169328009898018592e-04 -6.971933808405860952e-04 -2.562968975664434114e-04 -1.807159674245820602e-04 -1.427563343425249575e-03 -7.067851784465308028e-04 -1.194471092747110023e-03 7.435253274087875617e-04 -1.829862760187895296e-04 9.542825669759632038e-07 1.193808939114783936e-04 1.190250355744773385e-03
1.517547407631560617e-03 -6.981048221447375525e-04 1.949325196843396417e-03 -1.472204593628905975e-03 -2.847323493234825724e-04 4.142535222597789409e-05 -5.156237918616395121e-04 4.978211649591042813e-04 -9.909141012011137527e-04 -2.411290995931583000e-05 -9.810716098538245847e-04 9.081792493995383001e-04 4.239099079835734565e-04 5.738867313354955408e-04 -2.197792605784310363e-04 1.021894147164169060e-03
2.841006477401585798e-03 -7.781025088774909523e-04 -7.420676282983119324e-04 -5.802691335389445612e-04 3.829580138633022993e-04 -1.645856465724107891e-04 -2.524796736790971600e-04 6.646777387490637864e-04 -9.666616899456344312e-04 6.813776451658715106e-05 -6.011776210741093989e-04 -2.651156850331590079e-04 -3.425794092542201134e-04 1.180553413858690575e-03 1.178045786944028483e-04 1.673589750811518709e-03
5.253981627570766420e-04 -1.165778022175331793e-03 -2.991545707054050259e-03 -1.068038944263375927e-03 -3.046414683465134532e-04 -9.962303038053091104e-04 -2.102447219767174800e-04 4.088130323172756500e-04 -1.353512046621179539e-04 8.983278320962511483e-05 6.451211749512003558e-04 9.556448014801833147e-05 -2.041682574161967061e-03 1.028045500960575323e-03 -4.580558912574242446e-05 2.044991791659657877e-03
1.856895492766117740e-03 -1.217128307692601696e-03 -4.708128632641386986e-03 -3.924216340999918634e-04 -3.794454625932308753e-04 -2.441258401504379735e-04 -1.989509607327334849e-05 4.961688578989277435e-04 1.874050479315246065e-04 -1.235376096221989467e-04 7.570303717722960072e-04 4.423581515971287395e-04 1.058003523516086019e-03 1.481487204618841050e-03 -3.595213634459601924e-04 2.210804647476786837e-03
3.681941491401626194e-03 -1.421718822036440420e-03 -2.395755623948016798e-03 6.384267040576549392e-04 -6.568202164214144434e-04 -9.790898705839591338e-04 -8.476272852548551585e-05 -1.072353269956121053e-04 1.799199624112549209e-04 4.989812411522398993e-04 1.951127711944654688e-03 1.065004822098010147e-03 3.399414535230407645e-03 2.389562393389215323e-03 -6.216918673224073157e-04 1.385779484533895389e-03
3.258113121831777721e-03 3.554546532637170488e-04 -2.414967765197602399e-03 1.364018716431934994e-05 -1.400029743697095777e-03 -7.041112353277065349e-04 -4.187735975828606335e-04 -2.148960260482423498e-04 1.901086893449893854e-05 8.662703407000503508e-04 2.930226287588639286e-03 1.438464042408803441e-03 2.881713899721825844e-03 1.260248991501026952e-03 -4.732215714484976944e-04 1.202601436048617543e-03
2.279995234883198333e-03 -9.345079037860492578e-04 -1.571112669704408842e-03 -1.547399595600842330e-04 -1.088117969844600019e-03 -1.580831926958858619e-03 -3.925261272144284740e-04 2.698164177715386901e-05 -4.325410761152647440e-04 6.323659528669267138e-04 2.960774289024988189e-03 3.780212388754991657e-04 3.703537790823717511e-03 1.025856128744748056e-03 -3.343012604094207623e-04 4.765842022843295349e-04
3.472343294280830304e-03 3.231500022996687234e-04 -7.159335880953715319e-04 -1.205387227381033907e-04 -1.961760746657930255e-03 -7.957416046172203139e-04 2.351873109358288522e-04 6.691132142402587415e-05 2.528610731639106975e-04 6.795951655586509503e-04 2.009494011463491738e-03 5.933680919139068663e-04 4.101497269442777073e-03 1.619632080532326657e-03 2.269962608658368392e-05 1.238668809665231839e-04
2.294888576414277556e-03 2.188321030526468685e-04 1.964556904538246936e-03 6.060246848010876182e-04 -1.976102931133478027e-03 -2.595038312521624388e-04 -1.490080435904349526e-04 -6.628659452672484853e-04 2.898044184622085209e-04 1.227992550239246109e-03 1.664858715612899196e-03 -9.865478596793014320e-04 4.335453666401779642e-03 8.312050150521039940e-04 2.314826305778751032e-04 -5.546388882820201894e-04
3.363042635483530062e-03 1.250181057440266684e-03 6.567296023649159698e-04 1.919040377534952631e-03 -2.269357392265503558e-03 1.541356106685158231e-04 -3.744050854250178259e-04 1.225065938773659132e-04 3.249514020615813206e-04 1.388797805972171590e-03 1.986129542208303969e-03 -1.208108608433778024e-03 4.931876153682508528e-03 1.083963063109059986e-04 9.619589315004785932e-04 -4.079226592197157772e-04
1.483835840205307644e-03 7.794313367307821724e-04 5.817402481616041916e-04 2.063177023551761042e-03 -1.788018844099524812e-03 1.106719927643703700e-04 -1.013300004157165896e-03 7.067438261419530443e-04 4.497282198462694319e-04 1.700970070393633196e-03 2.536325374860983264e-03 -1.269465616477504248e-03 5.504890720896882250e-03 -4.165614570972211560e-04 4.003124364161893723e-04 -4.620404092481354219e-04
1.771548615600678249e-03 9.321500606258619403e-04 1.621108016014165916e-03 2.112978224929855722e-03 -1.278729491487582120e-03 6.312245926204820921e-04 -1.369064640583200548e-03 1.714875866848763163e-03 7.586887263999704317e-04 1.476800266889229801e-03 3.569285109329886890e-03 -1.141997149882906281e-03 4.042472928684134013e-03 -1.268146383762589141e-03 8.440260259882905120e-04 -9.162118283631362232e-04
-4.371446799939196666e-04 1.375206721096934896e-03 8.105562599446792084e-04 2.740322712342876423e-03 -1.180524618296368601e-03 1.070652602321309861e-03 -7.900364760570953654e-04 6.685654133045315292e-04 1.613654401045663649e-03 1.780208743661045858e-03 3.141934716903670849e-03 -1.832212893395769419e-03 2.172276995578949037e-03 -1.561327502622920655e-03 -2.159255081449154177e-04 -1.248299111823572127e-03
-2.049729294867569732e-03 2.545126977790267142e-03 2.350140208437632734e-03 2.050839275938896780e-03 -9.055854932929332862e-04 1.018828604121284082e-03 -1.151495307193798603e-03 1.536796739203366482e-03 1.203387499202642754e-03 1.865992721522276949e-03 2.466660456064383600e-03 -1.411091312440839862e-03 2.679810499998841293e-03 -1.911849680826894181e-03 4.913477712372869757e-04 -1.421442415052091846e-03
7.268157934926705089e-05 1.905139151428135577e-03 4.057302647888722316e-03 1.976380201309653212e-03 -6.532526150917250573e-04 8.242053106718833476e-04 -1.805155578222350878e-04 1.061673474570345652e-03 1.033683633554009470e-03 8.965142613026325829e-04 2.214160690759865713e-03 -1.329486755275282152e-03 4.154849026588547725e-03 -1.867689175934553452e-03 -2.919089144718634249e-04 -1.118872917954721272e-03
-9.761436235329717373e-04 2.433810407148380341e-03 7.240215951742710182e-03 2.091781292674475172e-04 -4.190279376531689604e-04 1.279944868778735241e-03 -7.982580998467739015e-04 7.920476823951511699e-04 1.031640555670613590e-03 4.707682782985859343e-04 1.425344778720927415e-03 -1.226441048765806053e-03 3.048384884876763779e-03 -2.082113166207045975e-03 -3.686826420290293380e-04 -6.257466968221374760e-04
