-4.425997598191923170e-03 -1.222988141192345949e-03 1.785418737350061367e-04 1.183175543561935982e-03 -4.384754415270509967e-04 3.716606564250396743e-03 -1.590062965090748362e-03 -1.099525239584135151e-03 3.986496247924239044e-04 -1.117209194110184607e-03 -1.242732354323960390e-04 1.251562913584521736e-03 -2.850664198375611660e-03 1.268373905682941994e-03 -4.888861333727428303e-05 1.328400972954214354e-03 4.072396943722240482e-04 -3.356900926515187064e-04 -2.136648652934512987e-03 6.414814697009455164e-04 -1.284772057419294306e-04 -9.048488820240519750e-04 1.524986177476699662e-03
-2.092126679428273767e-03 -9.282541589495514308e-04 7.894503274879169103e-04 8.318046340229263980e-04 -1.443793892278951319e-03 1.136762538331529239e-03 -1.392507026905169358e-03 -1.275921727176666061e-03 1.013595742985554972e-03 -1.464444439791715382e-04 -2.735809657228365443e-04 -4.948934267881674627e-04 -2.576134002212198196e-03 1.102649764827744357e-03 1.696095133121839726e-04 8.256676062746931902e-04 5.857146152170181544e-04 7.053695356773529546e-06 -1.909200980142926893e-03 2.983062192754492247e-04 -1.036961966224192759e-03 -1.327147533117655582e-03 2.572210394705352725e-03
-5.623985911439558530e-05 9.616488496002553071e-05 1.170726380740816884e-03 8.798890966568177676e-04 -9.015097681659077185e-04 3.155749943219384769e-04 -1.525199538826306793e-03 -1.822997976783181278e-03 8.530962399635042730e-04 4.694081191185600025e-04 -2.329016347153349629e-03 -6.192702226682505898e-04 -2.986539690497712687e-03 7.660611287616270757e-04 1.525721755728352507e-05 5.249679884477377123e-04 5.221796710567164906e-04 -9.515511568509046035e-05 -1.103064774144831310e-03 -2.720963748407457822e-04 -1.694673052621674652e-03 -1.146246921104200362e-03 2.540475414000565972e-03
-1.086662739082054630e-03 4.094995958271797670e-04 7.605646538578334686e-04 4.920048648321589989e-04 -4.322035256775092621e-04 6.339685286879414607e-04 -6.738597009822077863e-04 -1.823975529594915046e-03 3.330624316565144777e-04 4.400246962577979040e-04 -2.629352881457491797e-03 -1.443600276423627005e-03 -2.947718834013341241e-03 1.062038424443616930e-03 1.461919590437450777e-04 6.431878349438645151e-04 1.309161331594019912e-03 -2.387990922385064803e-04 -6.550397908428450423e-04 -7.524917834696309574e-04 -1.537435227485113619e-03 -1.032233883044074083e-03 2.064814823230265092e-03
-6.573576681858984451e-04 9.384415089069953570e-04 1.520316921760844590e-03 1.381977102673882037e-04 1.047687456728215631e-03 -1.382216696780928442e-03 -1.889285588494148691e-03 -9.322357352501147061e-04 3.258309915771599426e-04 -2.016276154772058348e-05 -1.412885257567792190e-03 -1.004614925675946513e-03 -3.032533711252728172e-03 1.753783027313202559e-03 6.816801804124839352e-04 1.907019514049074606e-03 9.598533243063894554e-04 4.602949032165591973e-04 4.549233413347941236e-04 -6.790392093380038423e-04 -1.093488439781497125e-03 -6.494888842121397448e-04 2.781316476654409342e-03
-4.338244952374005936e-04 5.966972085184858807e-04 1.331028698448791150e-03 2.755183966336214956e-04 1.990988963224119782e-03 -1.823657558899626245e-03 -3.579660285534428700e-03 -9.792719170263382029e-04 -2.525555638293781077e-04 -2.280669372515588017e-04 -2.725909654791123116e-04 -1.076487133427115380e-03 -2.477698957332612022e-03 1.573970244327948121e-03 -2.617451151799572284e-04 1.782741764489898699e-03 6.623987322370765516e-04 1.266309073713107417e-03 1.001064877136811828e-03 -7.115138159455156779e-04 -1.152396799471571169e-03 -8.239843773730895276e-04 2.199260964898599145e-03
4.164415897512046649e-04 9.472588834984023431e-04 1.365879542764627261e-03 7.364806345346562328e-05 4.704868673171643499e-03 -4.540040980046307524e-03 -3.782296952915040374e-03 2.182586551374992461e-04 -1.895257337201184961e-03 -7.813472507571104413e-04 -1.847842922397659919e-03 -1.980821639434837775e-03 -1.300854153668103792e-03 1.653521385246427017e-03 -7.404630575255466245e-04 1.137618490007020599e-03 1.184188770697853707e-03 1.705383667691269881e-03 3.418074149352628277e-05 -2.925511316214373801e-04 -1.962142110883159044e-03 -7.702167927929724376e-04 2.146912218576680579e-03
3.637128448995525110e-03 8.862866951382858188e-04 8.196264831378587698e-04 1.545024829340687310e-04 3.281324812435812161e-03 -4.029196243567941503e-03 -3.429381782973241373e-03 1.371953114467826034e-03 -2.149049014687342586e-03 -3.006438887144388607e-04 -2.745476210787629271e-03 -1.300015524247422017e-03 -8.373212105345035966e-04 1.333455093430336918e-03 -4.248578651241018611e-04 7.403156141171618162e-04 1.387097063231150246e-03 1.698845634923518534e-03 2.516375367099857839e-04 -2.324057336980124826e-04 -1.691066868871763784e-03 -6.030989744778735484e-04 2.690360596226915642e-03
3.373867734497582992e-03 1.458128941807099264e-03 -1.576921627948982968e-04 5.717449731614098613e-04 6.018928311532834897e-04 -1.903898964390734376e-03 -2.340662075760229551e-03 1.293499837084932007e-03 -2.880503019182377011e-03 -6.541001232136513200e-04 -1.587188159170766421e-03 -2.470424902174367908e-03 -1.126302252264020903e-03 1.324066898580917402e-03 -6.060267731357026630e-04 6.817150370583861460e-04 2.157061852512974325e-03 1.268076901723801239e-03 8.926608310385064377e-04 1.311643040901302017e-03 -4.638239749441966982e-04 -3.173878865650022678e-04 2.003821265840150054e-03
2.134051384577883084e-03 1.247918259090881983e-03 1.179183112008291222e-04 2.465225262697767761e-04 1.829605117898627374e-04 -3.702774771199966557e-03 -1.999381335773601359e-03 2.360476387338927666e-03 -2.385295861583304651e-03 -3.732039419154502703e-04 -2.295942519603957118e-03 -2.376019978675961934e-03 -1.188802299145841432e-03 -2.879428174193669103e-04 -4.794859893223643544e-04 4.741698599354848874e-04 2.399009996052989344e-03 8.911248195199616322e-04 6.422313313916064824e-04 8.865086467367953469e-04 -5.470502630636221979e-04 -3.155598812956116072e-04 7.530763689964924167e-04
3.393980953127681381e-03 2.391880803463845243e-03 1.409746890041192031e-04 1.287873762202134558e-04 -2.997542619508931092e-04 -4.442359245915343535e-03 -2.331851476705430141e-03 2.684148358574096980e-03 -2.021026649967244074e-03 -2.045026797492627193e-03 -1.168397018774584156e-03 -2.781306862246142857e-03 -9.935694894541743753e-04 -8.199337512325826629e-04 -1.045937981457545861e-04 1.201066220922840768e-03 2.225251102196046035e-03 1.803012652999533890e-03 1.280805716830211603e-03 7.300752546229356430e-04 -1.016431113004759561e-03 -8.046628817655901650e-04 -4.028273115184185480e-05
