-3.472774454264381840e-03 -4.091784315804045569e-04 3.324019633141952167e-03 5.651310658011643971e-03 6.800483293157167340e-03 -9.869489169740599133e-04 2.976180741954510562e-03 3.564171211039220480e-03 1.745906860912364378e-03
-6.231232560241818392e-04 5.610188664257298148e-04 3.575193619752788099e-03 5.004523751982701239e-03 5.615175428537193605e-03 -1.489510046590271451e-03 4.427510989174288439e-03 4.007556512235800443e-03 1.470681519052278747e-03
-8.422926332191255907e-04 -3.123971235831519695e-04 3.262083811945973820e-03 5.148992396892888151e-03 6.102912475864540748e-03 -1.361410278996748845e-03 3.463111538356938943e-03 3.942530776354901019e-03 2.819693069575340567e-03
-1.593160573735889676e-03 -1.219145513656953381e-03 3.338803224515021588e-03 3.967493924351847556e-03 5.370345524180438097e-03 -6.905586775901132205e-04 4.332533375453155068e-03 4.480707896298174141e-03 3.379567253172247477e-03
4.438744639181128816e-04 -7.632507036852030288e-04 3.705425844332457287e-03 3.976477373626480412e-03 6.213807793350935305e-03 1.826112011778136424e-04 3.471302964468390897e-03 4.383082000027333121e-03 4.208825522184125173e-03
-4.326468870713502148e-03 2.078025052072900516e-04 3.440679014372888169e-03 3.970330696662000003e-03 1.134473002262095798e-02 1.331170322351896921e-03 2.721811810321399586e-03 4.537452374742735085e-03 4.272613847527969438e-03
-4.496681566740315904e-03 -9.654711030852881350e-05 4.293638597872868196e-03 4.501901326059320162e-03 1.334301460945012605e-02 2.437222534614781437e-03 1.927199920533327398e-03 4.660459492885642499e-03 3.294083930905732441e-03
-5.566953582342579025e-03 -3.179806303128875382e-04 4.385073160431650352e-03 3.897617579779601854e-03 7.933844818558636464e-03 2.327992706377981363e-03 1.887469891295023372e-03 3.569911832224115407e-03 3.727832331822423205e-03
-4.837397139259091462e-03 -2.783686841390972905e-04 2.987756115809485965e-03 3.749548245764952343e-03 3.153513553978492135e-03 2.245993568324294257e-03 2.053220897013353918e-03 3.905447784532899841e-03 3.864653113171624861e-03
-7.380826781929027657e-03 -1.477673743632344327e-04 3.467305718608793084e-03 4.054721628537706103e-03 4.447588017011712934e-03 2.270777440719583956e-03 3.959437952986117975e-04 3.780716091916797028e-03 3.855501886491955257e-03
-9.431722528836641167e-03 5.770520246980971818e-04 3.971761099676637471e-03 5.217019731823410722e-03 4.733432734973314938e-03 2.491215951145744813e-03 8.827119237348717148e-05 2.581733688467988033e-03 3.413025298481049859e-03
-1.155223093160404578e-02 9.832809216662405111e-04 5.210197728946468904e-03 6.039240079825775737e-03 1.716895730114178717e-03 2.215571696761478322e-03 4.889606261427318279e-04 1.929368132475081351e-03 2.552887290726287006e-03
-1.231060583552168360e-02 9.810796780517401245e-04 5.446096843956867162e-03 5.666938212225748964e-03 3.604966000747162209e-05 1.671176315132200845e-03 2.827322130290832274e-05 2.406446282671055419e-03 2.558097495610345360e-03
-1.476818590788045622e-02 1.199264562455144324e-03 6.651365948795080925e-03 4.796880160028375861e-03 -4.930574445151065383e-03 8.374072366974006938e-04 -1.359825528260719075e-03 2.336665331722130590e-03 2.750640727998657394e-03
-1.336329934088042494e-02 2.673372463411173832e-03 6.049619332765961491e-03 5.424157204576561184e-03 -5.039629807702846777e-03 1.136851574404591303e-03 -2.399485836629765712e-03 1.244595948674950912e-03 3.863286325037167384e-03
-1.118616883270653027e-02 2.946948408744435883e-03 5.503524473676935438e-03 6.838097466447941482e-03 -6.305813888909278173e-03 1.282786909814182712e-03 -2.172902228604816060e-03 9.856631092624015475e-04 3.791043853090897853e-03
-1.036320155604624968e-02 2.268890624774915800e-03 6.591167290474963733e-03 6.916461559739359513e-03 -8.788503422055232370e-03 1.101503507853330340e-03 -2.577438351799199185e-03 7.862218660358791114e-04 4.656362945416531347e-03
-9.615381113339871444e-03 1.965057436381985323e-03 6.630833822933787994e-03 6.275030868065254244e-03 -7.850172490860523114e-03 6.360059734568608352e-04 -4.200039897546480744e-03 1.690682503747751404e-03 3.566456428266584055e-03
