-1.135334662147919130e-02 6.146689110835774038e-03 -7.277633006626505266e-03 6.510219845239264246e-03 -2.040341712159415150e-02 1.157156668658361996e-02 -1.564726311319238755e-02 1.951323206213308875e-02 -1.888296209838840126e-03 6.632924467395679563e-03 -1.501840573022175662e-02 -7.297503766978528754e-03 -2.081634073363501213e-03 -5.516760688821084613e-02 3.293801953379381798e-03 -3.768543927314254444e-02 -1.417263617482727653e-02 9.232019267589970310e-04 6.641560462001444565e-02 -6.977250801912755762e-03 -1.321475812550193182e-02 3.890792986070798487e-03 -3.929812836297792711e-03 -1.614456420764975517e-02 -2.402451765606558511e-03 1.192056259064197196e-02 3.884775497367473629e-04 4.889677104893757134e-03 1.513064040998903870e-03 1.253303629277289707e-02 -3.989571213331263161e-03 -6.644919382999278992e-04 1.186543274325048934e-02 -5.186154283962193280e-03 3.361017214818546196e-04 -8.449324308653407764e-03 1.618035621106334379e-02 -2.785963891849626076e-03 -3.779342834314535632e-04 3.456124407058241282e-02 1.222807117741073896e-02 -2.117283396006646584e-02 2.905208084446248354e-02 -3.595477249134308370e-03 1.451695814946149694e-02 1.502724101904576344e-03 -6.863196904123834187e-03 -2.316883214764488275e-02 -7.445497691736517598e-03 2.883696966018208310e-02 -6.932126868864556084e-03 3.080320123795042553e-02 -3.376325693720525628e-02 -4.208891123400441969e-02 1.471737109041494108e-02 1.453012416503144007e-02 6.119244315967587583e-02 -3.210110780548077413e-04
-4.704006092215249485e-03 3.493430046691083134e-04 -2.435881297502058562e-03 1.516492474521927668e-02 -1.639115450804199542e-02 7.435459745758092598e-03 -1.058148675191522385e-02 1.555699840983908004e-02 9.336911654411934186e-03 4.959929771353551418e-03 -1.014182461408139925e-02 -8.466016889416689423e-03 -4.926867289666821484e-04 -5.196657214236952149e-02 -7.451885597060310153e-03 -2.867441053932043640e-02 1.099125867897482629e-02 -5.707272352872622205e-05 6.929124103234678145e-02 -1.438014838860565518e-02 -1.577221210384329927e-02 7.550528691115476407e-03 -2.429308491415999374e-02 -8.474694101640331198e-03 1.200012643080516569e-02 9.894848736852548954e-03 -1.810398474021016838e-03 6.838216946155843169e-03 5.186267081883644443e-03 2.292116354653336158e-02 -7.561548695232679987e-03 5.965517304240353438e-03 1.473244988007929406e-02 -1.861637921260912579e-03 -3.845734404734311562e-03 -9.246252903942001056e-03 1.606081206621510354e-02 -4.738049691639560114e-03 1.098757165839453834e-02 2.520332342041873078e-02 1.041203819422815806e-02 -2.629939710163357869e-02 2.535055897350911927e-02 -2.428819431591414547e-03 2.708126691832455843e-02 4.555408698618921767e-03 -1.224643726384156035e-02 -1.005238045694023703e-02 -8.562531502917428150e-03 3.012830297319825379e-02 1.336842553493312012e-02 1.850921411929662766e-02 -1.480699262236176948e-02 -3.169110818470165930e-02 3.908761065504759435e-02 1.976078360170252599e-03 6.476987338611962797e-02 -1.179085377255877087e-02
-2.052608531863302568e-03 4.052255507002141925e-03 -7.214543128769815468e-03 1.118854440185168726e-02 -2.618413193622788626e-02 1.230838560484079185e-02 -6.156059752252049898e-03 2.077954911251203921e-02 1.108524510802974712e-02 -2.155537292897023055e-04 -7.959617072549406147e-03 -9.551569846591766513e-03 -6.887796402389796679e-03 -4.098030873974999738e-02 3.850573572615826213e-03 -1.026440132239800872e-02 7.011048136289185426e-03 -3.270868584670193029e-03 6.268959130734277907e-02 -2.394694079418113394e-02 -2.306700055594412130e-02 2.117925406815126740e-02 -2.594485952771232590e-02 -1.188728005667475177e-02 3.840530321894454653e-03 5.011264415416940080e-03 2.644098173364204177e-03 3.479919461191931154e-03 1.449965718867138450e-03 2.081028041604130602e-02 -8.461634255130575516e-03 6.026443565846402971e-03 1.241511541146995620e-02 5.810130686718128698e-03 -1.279271180518966322e-02 -8.754279602530105897e-03 1.167223788877282120e-02 1.274574066689286404e-02 7.185146766955526759e-03 1.914399815769757957e-02 1.287973656226125592e-02 -1.870505533408420296e-02 1.364967479851804215e-02 -1.326543680302549183e-02 1.403464477375718396e-02 1.653029977060239877e-03 -1.736170822371594161e-02 5.357797723393965469e-03 8.516711850066163020e-03 2.268741465760341913e-02 -1.943112274692832594e-03 2.327966148634015922e-02 -1.689018639660639851e-02 -4.003114295193397482e-02 3.700437228899752101e-02 7.898683018691111252e-03 3.018335679589885176e-02 -2.226678709455668162e-02
-1.271002258108466787e-02 2.786309101868011690e-03 -2.052166571975825443e-03 9.161217748457186130e-03 -2.621670045195178406e-02 2.363199452193996686e-02 -8.608200650459410172e-03 -2.333277234557938531e-03 5.928699885633127546e-03 1.565811916612035474e-03 -2.192110199167927181e-02 -1.311581974786973567e-02 -1.214972639465835245e-02 -2.186540294775633775e-02 5.790332014063595371e-03 -8.124087862753967548e-03 -1.097013202258941174e-02 1.002782853089294497e-02 4.575702711159042313e-02 -1.398607373984467848e-02 -1.013344742746958259e-02 1.638031671121073854e-02 -3.200805509784389324e-02 -4.839060129997440745e-05 -7.884793403319395209e-04 -1.888579192294084341e-03 4.100543172122743038e-03 2.891999891445061130e-03 1.036080505958636606e-02 2.699993166277733780e-02 -8.424845046776372956e-03 2.839539325876177904e-03 1.257481309831368771e-02 6.737557986041793710e-04 -4.371460349712576361e-03 -2.288575690741277702e-03 1.814246725429081303e-02 1.503360785059368668e-03 8.806799958230103476e-03 1.291396190701126281e-02 1.773861884058235486e-02 -2.825675975562667516e-02 1.097554797094324811e-02 -8.661023876027875573e-03 2.263650983833984803e-02 3.112858780745507339e-03 -2.188073350914437193e-02 1.694972026981706598e-02 2.278802027782474843e-02 3.662377487198734821e-02 2.948909878134670440e-02 2.632976128564049750e-02 -3.216454405380130693e-02 -4.110875799267908748e-02 4.741965062136855452e-02 1.084764194146532919e-02 1.042818300788657913e-02 -1.510574952855379613e-02
-1.220350274841069645e-03 -7.113731648750482462e-04 -9.662591131744287243e-05 9.973429247158617159e-03 -2.533785821886851836e-02 2.336444552022160642e-02 -4.273203220049148765e-03 6.844937121104351097e-03 -8.952391028951406024e-03 1.034428535075726518e-02 -1.258323663724152629e-02 4.380265817806564162e-03 -1.455372137526701401e-02 -1.465659153086633186e-02 -6.304033772570157490e-04 -6.516776998536922584e-03 1.620681741345166959e-04 1.963666946446337644e-02 3.681462283834209537e-02 -1.678016288582483140e-02 6.413322074386574971e-04 2.247786933015811020e-02 -2.382197044996591309e-02 1.332820286201955896e-02 6.130042491210281261e-03 -8.963162931748411277e-03 1.129684452585261005e-02 2.022066148113442399e-03 6.026872516664072595e-03 2.817084107310408037e-02 -1.241636095325683239e-02 6.094537528821215681e-03 1.451191575286281572e-02 1.944662129629634497e-03 -8.608540612002136064e-03 3.544516230524330253e-03 1.716821287229827395e-02 9.390920353678821123e-03 8.715856714784800049e-03 4.253523599952972224e-03 1.296575010959519735e-02 -1.882118360067626395e-02 3.485071778347236665e-03 -9.552948483662876801e-04 1.962066213837382680e-02 -6.440603751354453954e-04 -1.385168556408073945e-02 2.378932324707818194e-02 3.284007750227943816e-03 4.095989168402538322e-02 1.953837780338427838e-02 4.083736942850129531e-02 -3.660553076812290280e-02 -3.109035596948546767e-02 4.504226854833012078e-02 2.229265277256466116e-02 9.549190495617771585e-03 -1.651435903703779573e-02
-7.234104149396123826e-03 4.108994635474396881e-04 -2.597328955381633924e-03 6.286309875355597376e-03 -1.742526436211905977e-02 2.138751868611162357e-02 3.830664657433691589e-04 -5.028168710033656397e-03 -1.309509133218375761e-02 1.225736636434750053e-02 -9.115029777234859992e-03 -2.566324966286585938e-03 -1.524140159202481103e-02 -2.534096457149448509e-03 -9.107355264306690387e-03 3.258894947552952361e-03 -2.466273803999275739e-03 8.598160496108717132e-03 4.383977975299750002e-02 -2.487694405113685149e-03 1.192803776997524053e-02 2.727260367392504367e-02 -1.677733263968649371e-02 -1.592838452752131859e-03 -6.408402720675402059e-04 1.610102874309981809e-03 1.902189654683491063e-02 3.296005834662455759e-03 9.636327795468413449e-03 3.287894387201602264e-02 -2.689202432684818442e-03 6.166969209862049189e-03 2.139689378979213116e-02 4.862136898972710917e-03 -8.935740403926658790e-03 7.180504042276459123e-03 1.206812127865983242e-02 1.299836314535713667e-02 9.989262984607824580e-03 8.589884117104035557e-03 1.237043588102567857e-02 -1.376078978812469988e-02 3.830771099789684938e-03 4.531439037849426671e-03 1.321639764626026010e-02 8.746228131160472879e-04 -1.268320546158350874e-02 7.357170513904617327e-03 2.124230026187203402e-03 1.801743026173090872e-02 1.147971824601975825e-02 3.676216307218704848e-02 -3.691787551927348809e-02 1.044863007453082606e-05 2.443134125926087891e-02 3.511779658179318975e-02 8.254945656273089552e-04 -7.212078413391862647e-03
2.157655210119097003e-04 7.967199804545637906e-03 -1.565509101008345436e-02 2.508656138023117842e-03 -1.739276823261304977e-02 1.836393888595978796e-02 -6.168450495810685712e-03 -1.417450657816807539e-04 -1.333281612258675926e-02 7.376259272493598459e-03 -1.049441536397621895e-02 3.083610954973490994e-03 -1.294670043457123686e-02 2.634012935048326636e-07 1.092597904808799772e-03 3.128716865384066625e-03 -1.161472196205166202e-02 1.501909623729125870e-02 3.911105762309737000e-02 -5.580379502030057394e-04 -8.963825261786912595e-04 1.794045758977180077e-02 -3.392183084919656033e-02 -1.818465954070124652e-02 -7.069463648280499384e-03 -2.639456549866467557e-04 1.746603680204997927e-02 -6.377124041613627982e-03 1.662893386669933582e-02 3.078834718387208139e-02 -1.969815704086499367e-03 1.400363494983020499e-02 1.487670428944463941e-02 -7.524054061885794738e-03 -1.002225438457608926e-02 1.368610176906058865e-02 -4.522147069853450947e-03 1.091579231073683785e-02 5.676801095353719261e-03 1.235116381974739677e-02 5.770104338704674408e-03 -1.212900562296169958e-02 -1.396272398533213209e-03 1.197576015570317280e-02 1.906898286951173947e-03 -1.191660371496180981e-02 -2.602027289065164412e-03 7.882361555574757261e-03 6.191748837410984696e-03 1.755996506389242290e-02 2.183525267258194097e-02 4.817004365417398154e-02 -2.957985163471468781e-02 2.381041842184734858e-02 1.973903977399693241e-02 7.719527079805602564e-03 -9.983336618649184604e-03 2.353614574995806230e-02
7.008698644540511946e-03 1.076225821077520309e-02 -1.781885921289504127e-02 3.978823360086931014e-03 -9.533892729928536425e-03 1.744404222701271059e-02 -3.039580521668444179e-03 6.789734660206485362e-03 -8.553598999831990568e-03 5.767761968207177348e-03 -1.757324500244646440e-02 7.422502660343581991e-03 -1.692177187751640194e-02 1.363772730638667698e-02 -1.235701793009737811e-03 2.020028245719496587e-02 -1.386773353444346879e-02 -1.661077889564292948e-04 3.501623047678935341e-02 1.497100417078314413e-02 -4.366080003004070022e-04 1.519687474001651245e-02 -2.777946179694213910e-02 -1.543957500086801972e-02 9.164649410758919092e-05 8.183567059196131602e-03 4.747305086830965436e-03 -5.618065679360886334e-03 9.427331657377890570e-03 3.367276716283541804e-02 -5.375080422591738474e-03 2.532146527130751945e-02 1.657679342143719009e-02 -4.160338090850479453e-03 -3.573925916112856514e-03 2.185823822921838244e-02 -2.710638725311199145e-03 1.434793717102137399e-02 -5.323709018127336691e-03 1.581260709734021858e-02 5.995849419432494089e-03 -4.163559262131106588e-03 6.759060889092277993e-03 1.033809658774164329e-02 4.613845105849839409e-03 -2.064532889215853206e-02 -1.099874834078167114e-02 9.859580333151901632e-03 -2.356462558026409596e-02 2.282522078239312274e-02 1.963194838844319751e-02 4.222677959347356097e-02 -1.970970810938450432e-02 3.241451033516366126e-02 1.789485640268054234e-02 1.400099964635991706e-02 -1.489807823459519606e-02 5.190017456743093588e-02
1.555374516007035053e-03 1.143273118423620421e-02 -2.648150965252710903e-02 1.584937589760017753e-03 -4.720769651011659171e-03 1.024571035400192662e-02 -9.243943087791561472e-04 1.191474694553325622e-02 -3.697890267178844271e-03 7.863419508286926402e-03 -1.946054831687452427e-02 1.570743997251534615e-02 -2.791529094467019162e-02 2.354696697168639358e-02 2.439410970823443266e-03 2.330238870281755789e-02 3.027990160376178418e-03 -2.015097648533275415e-02 1.186101221831909781e-02 2.282846172154150491e-02 -2.066741736258763742e-02 2.577571524687004637e-02 -1.865964829618116383e-02 -7.191095237508042309e-04 1.042253793293181725e-03 -1.695071846024775878e-03 8.576365629489367606e-03 -6.997866922179662649e-03 5.249526559077279282e-03 3.123120139710426971e-02 -1.145920004760861421e-02 2.023967671872346774e-02 1.718429507980141768e-02 -9.825902630891133679e-03 6.743061935239662470e-03 1.581095114951178160e-02 5.201298652422936888e-03 7.748084409807948561e-03 -9.821726544348218652e-03 6.646772019487688817e-03 -1.620422302054672775e-03 -1.339650262196221504e-03 2.977743363804571247e-03 3.552055667363956774e-03 -5.277641477785571106e-03 -2.390963123687378511e-02 -9.524224751265186750e-03 1.692575721755668755e-02 -2.275842291654014277e-02 2.848662001600794566e-02 2.460265402196269366e-02 4.846204166080741310e-02 -2.610314273856848694e-02 3.373356794152577304e-02 1.515362317983035695e-02 4.874674469888044120e-03 -2.932889516134882385e-02 7.528184148929070729e-02
9.482704013586881406e-03 -1.971703093492511419e-04 -2.651356379398197780e-02 4.490345062230415019e-03 -4.825239506620787903e-04 4.735192593891611283e-03 -1.596258634859287675e-03 1.533274614509927934e-02 -8.247381346121032686e-03 -3.869027754594634751e-03 -1.107158707320733335e-02 1.536155804533721227e-02 -2.215370441371211988e-02 3.208718826417713416e-02 5.595312482255918214e-03 9.116166874240381676e-03 1.923215777338297544e-02 -3.963803665570269502e-02 3.189453374524278684e-02 5.591070101760057046e-03 -3.658997006821391312e-02 2.252811204943708581e-02 1.074097706865884821e-02 1.390193866754786678e-02 -6.511011739408822940e-03 -5.383195521280140054e-03 -1.255542446244562252e-03 -1.266659982512147523e-02 2.604525401026378667e-03 1.588954160175464272e-02 -1.071995018714804251e-02 1.664414560979537300e-02 1.041511464916032581e-02 -1.816811383592611268e-02 -3.509505781911887671e-03 1.955470912339646317e-02 1.005006947525047961e-02 7.039262174398370001e-03 -8.513995128320323014e-03 -4.514815825430094215e-03 -7.541939226831263082e-03 -1.367686397273113613e-02 1.151797864685409102e-02 2.258860634762832262e-02 -2.131644928018633367e-02 -2.140680478230606865e-02 -4.671991983984810637e-03 1.878885261504946794e-02 -2.068453047723224636e-02 1.861668664735072198e-02 9.162497844434657965e-03 3.773746429321294532e-02 -2.588029570089348322e-02 3.587844793634126228e-02 1.990715680831247475e-02 -4.913664998729690842e-03 -4.860480335188174794e-02 5.767340142112188650e-02
