-9.356989954437726570e-04 2.417660722695343448e-02 -2.179273287626880967e-02 8.276251275033053717e-03 1.138889603565509945e-02 1.151501877661659234e-02 -1.707324842055507608e-02 2.679029757521833935e-02 1.607265623494765665e-03 2.559045457182910002e-02 -3.203088265394412378e-03 1.145422985244058754e-03 -2.189312928522290161e-02 2.109794186640528632e-02 9.240305640142111934e-03 -1.713004448225423360e-02 2.279935216538703062e-03 -1.328721903996402977e-02 -4.464248248634048550e-04 -2.365257601127353920e-02 -1.891150118010872030e-02 -3.231124828724325857e-03 1.179464405347342357e-02 -7.222111169185391145e-05 8.908415678314830777e-03 -4.653402185212599657e-03 8.709695932996838795e-04 -3.815105338073304219e-03 -1.201717577655514110e-02 2.039931809887641709e-02 2.728267890237152243e-02 3.875526473368962055e-02 1.179397319938778376e-03 5.171449080704378781e-03 -3.027240501811936674e-03 7.199798984139885345e-04 9.111295720593779249e-03 1.227639879251434495e-02 -3.975844189645615090e-02 4.065156702870979799e-02 -1.804162233220586373e-02 -2.185442852442146325e-02 9.318168057284189482e-03 2.790840746439769964e-03 2.509888027453480511e-02 1.235579562688995589e-02 6.100209729566818083e-03
-6.528505164834996766e-03 1.560550495639720543e-02 -2.158599360155768684e-02 4.900392136666952871e-03 2.737148965738047182e-02 7.613623807175320642e-04 -1.866415434884222124e-02 2.280222803286495459e-02 -7.198102707399812832e-03 2.057861928038350746e-02 -7.933779848127535395e-03 -2.510364284978809819e-03 -1.225193479963534136e-02 1.334865269683275547e-02 -1.167880076920747379e-03 -1.224579342115434538e-02 5.494547939708047286e-03 -1.320027455587491697e-02 -2.573656959870642726e-03 -5.452235255650949783e-03 -8.011130510853703077e-03 -9.531192777129280161e-03 1.487379621270226195e-02 -8.916313009743421711e-03 1.602162435282318944e-03 -1.771596041623467802e-02 -5.528717999699316217e-03 -9.596657909617861693e-03 -1.851581509525246014e-02 1.426008280348945410e-02 2.604577527541227649e-02 3.364417775728768822e-02 9.495252221921734060e-04 -1.447044883896870561e-02 -1.201549361964935475e-02 5.864616304436245757e-03 -1.665148177149563006e-03 9.976446263729442723e-03 -4.064288863260882845e-02 2.772621786722956339e-02 -1.263247563119115381e-02 -4.874947707708019926e-03 1.500532365476660822e-02 -5.561735396655764167e-04 3.928102079475277730e-02 -6.483807049710532851e-03 1.991592543802530105e-02
-1.141165967487159892e-02 1.523070145572658594e-02 -1.272695849437923375e-02 1.348355709460588017e-03 2.838239782951291340e-02 -4.648540487084965728e-03 -1.732031451945561032e-02 1.963220834810206969e-02 -1.714422027503025026e-02 2.314728160954681452e-02 -9.230168820796972077e-05 1.066126107982109418e-02 -1.499824065684610651e-02 2.886160111584999688e-02 -3.609153966188070450e-03 -1.744336036741839582e-02 7.381252668476392768e-03 -1.417172560651833689e-02 4.290466711189958211e-03 5.904231247069348642e-05 -1.688457651245844210e-02 -8.628121456588012939e-03 1.059837514526866357e-02 2.847372108651794950e-03 -1.062410050761294390e-02 -6.432849910701315607e-03 -7.072317856586617232e-04 -1.704722749163982767e-02 -3.285602383613657864e-04 1.822377346636170833e-02 1.402130908019860213e-02 1.711118633256120819e-02 6.547921266557654371e-03 -1.456649022186805656e-02 -1.441051529845390790e-02 -1.969373548605688265e-02 -1.116768222683484080e-02 1.424375535383794883e-02 -3.103854426702399444e-02 1.461547711963192588e-02 -1.638497969498471304e-02 -1.039186843711611095e-02 4.473339533982986088e-03 -7.318719425574524845e-03 4.088602107164895916e-02 -1.682654180687535167e-02 2.145799060740121236e-02
-6.867608498179304105e-03 1.318369552520402485e-02 -1.697863881247027237e-02 5.459789695597502823e-03 2.822014434390955617e-02 3.415816299826571895e-03 -2.458056394260162147e-02 2.016181741751594744e-02 -2.440692977054830654e-02 2.795744977198154346e-02 -8.212345998409514153e-03 1.208215514749507022e-03 -2.618887994895151370e-03 2.268949939396525464e-02 -6.593941220025218396e-03 -1.330462834364491177e-02 5.915772242202891121e-03 -1.107196486631655159e-02 2.075512193025005978e-03 7.528015982080962223e-04 -2.055697120995693752e-02 -3.840544378301385432e-03 8.803784418338201148e-03 -8.418882109298965423e-04 -1.607766933029452713e-02 -5.132969769414166307e-03 -9.619572917473945620e-03 -1.964446202312657500e-02 -5.744932800783404334e-03 3.250251865723181172e-02 1.271293106131511988e-02 2.224558842664520891e-02 1.944917672102388501e-03 -2.075165204886325263e-03 -1.142302385508609658e-02 -2.848918832163827713e-02 -1.286278355642693147e-02 4.329629519911735828e-03 -1.984122021472605954e-02 1.630291410299756355e-02 -1.148053158661699671e-02 -1.163646275186360803e-02 -2.805422508913442761e-03 -2.649763721640349332e-02 2.663243037678389782e-02 -2.521049586720464780e-02 2.628099509279342716e-02
2.252713342547080482e-03 8.851956426115440910e-03 -1.311492532113685619e-02 -5.009907495992753888e-03 1.721076716619696773e-02 1.122795676586657403e-02 -2.341333030639491247e-02 9.053612183126214658e-03 -1.426821817330004710e-02 4.978990650405325062e-03 1.171397631202646984e-02 1.487795499547856642e-02 2.129549737935373943e-02 2.383483702706155546e-02 7.270949134683311887e-03 -1.680135623491824104e-02 -9.737323262236984934e-04 -1.381408898004628759e-03 -6.192469522023536952e-04 1.447929022427726052e-03 -1.525877235310070350e-02 -8.938209443630272186e-03 5.606773565026710975e-03 -9.072948017161448428e-03 -7.203073822604354366e-03 4.466260282813360946e-03 -3.444985415825407762e-03 -1.326007673532970943e-02 9.250179023775045167e-03 3.918313717241508898e-02 8.958293596252912480e-03 2.500534320455534767e-02 2.190072611092529903e-02 3.233150460238747026e-03 -8.833015309406323096e-03 -2.886239086772041107e-02 -1.211056122717060106e-03 5.288047497186077611e-03 -1.051109279403926108e-02 3.648514238172470298e-03 -1.319948902542821857e-02 -9.016638772595132398e-03 5.642543322651242393e-03 -1.935942181056506117e-02 7.103146437061984980e-03 -2.068225235738107431e-02 2.204233573929012535e-02
1.807577628335592206e-03 1.318012278884646456e-02 -1.149597247212866095e-02 -5.920610210184855393e-03 2.367575123538652807e-02 9.170006643308957830e-03 -3.032619437425354558e-02 -3.333050962277565952e-03 -1.125651029399755629e-02 -7.441496364492958954e-03 3.257289722407792631e-02 4.752460795743733077e-03 2.258529882552439902e-02 3.360410357147308735e-02 4.596402311188459958e-04 -2.293594938419696999e-02 -4.706837458967824857e-03 4.288321029253362206e-03 1.759877088182831232e-03 1.397452158294100813e-02 -2.561519792810902640e-02 -3.704150066601991087e-03 1.321628914116867830e-02 -6.869457301865386674e-03 -2.572897095456826676e-03 1.711096291683963933e-02 -1.583914252944176523e-02 -1.539712890185147322e-02 9.351181607756643699e-03 4.054929233764285879e-02 1.289721331694516915e-02 1.544887697875401908e-02 1.734046384738268526e-02 2.185463623110436154e-02 -3.035639283203439131e-03 -3.787159281283725837e-02 -1.254378208295935842e-03 -6.217602164226929823e-03 -9.178256035028769036e-03 3.283948177510466471e-03 9.419643693294163511e-03 4.367811248796497165e-04 1.687505397857999231e-02 4.143443964053520299e-03 1.240862047193233390e-02 -2.317136740911003231e-02 3.824620614738906410e-02
-3.628473436162428989e-04 6.844088667277235978e-03 -1.356374741095755197e-02 -1.181468430508276699e-02 1.368010369874071014e-02 8.873851608822463238e-03 -2.247734682893330616e-02 -1.420692417436287582e-02 -2.809069238155605802e-02 -4.070525258464924127e-04 2.843544488027254305e-02 7.654978630484680739e-03 4.045202360835123412e-03 3.279452833591623567e-02 -2.453750246684658579e-03 -2.167245072307708367e-02 -3.575684230924977038e-03 6.643725223650630632e-03 -1.111857208618779970e-03 1.533443783152779391e-02 -2.901017364745830940e-02 -5.597174578629754253e-03 4.521965468731898967e-03 -1.057378241939260083e-02 -5.499550857447523325e-03 -4.047074557228540551e-03 -2.461289705801249575e-02 -8.986520365906226770e-03 7.361551980470075821e-03 3.597820365203426712e-02 3.565452610331006859e-03 9.737019466139723578e-03 3.455425318968212769e-03 6.900944300561094244e-03 -1.528416988503071561e-02 -4.684274401770212315e-02 -4.001612437551226031e-03 1.013705375969975973e-02 -1.292163519120431703e-02 2.127294866942499620e-03 -2.004456919643599500e-03 -1.198789192293493039e-02 1.493839789515900678e-02 -8.443039022354347162e-04 -8.987598247316330030e-03 2.017971068073996441e-03 1.925188378579095749e-02
2.026504211701841973e-03 -2.050701279500589166e-03 -1.290152948178605041e-02 2.224053386340433690e-04 7.621277621670045606e-04 -1.042716611170852625e-04 -1.052328254853810395e-02 -2.605879505125246326e-02 -4.129850868650565554e-02 -5.996275873434193590e-03 1.731320034055434942e-02 2.733587959383791330e-02 2.579364992255855221e-02 2.503456575672887222e-02 -4.531877175286082651e-03 -2.100077550555834102e-02 1.222103750806149340e-04 8.612697230553086059e-03 -3.713231392500008186e-03 1.255054479303032919e-02 -2.620609634345573077e-02 8.081433767163154896e-03 1.652286987566183984e-03 -2.505638802117164925e-03 -1.309574057414486774e-03 -5.345303104937343570e-03 -1.980275533974135832e-02 -1.019526461617629477e-02 1.263135002544258159e-02 2.554783155778601184e-02 4.983416660129098147e-03 4.703321816316545501e-03 1.951320736744293922e-03 2.078319361575361665e-02 -3.515399863821126389e-03 -3.045589365275079563e-02 -1.656285872143364868e-02 -8.140077475479885402e-03 9.807481877959788041e-03 -1.068032982736704002e-02 -3.879259222402412378e-03 -1.877745417936538957e-02 2.166609757203498410e-02 -1.316162285699340115e-02 -1.296376319160865223e-02 1.034752852620762428e-02 3.475295988581375561e-02
9.338308748500165086e-04 -4.278757386876918742e-03 -1.778528567495292131e-02 -5.407688759296620925e-04 -2.100487522781194043e-03 -8.105821485627582451e-03 -1.727532291276392962e-02 -1.336767574396090230e-02 -4.230226257162736370e-02 2.227219043248982247e-02 3.253130284604908301e-02 6.989352576589266675e-03 2.305032349401960751e-02 2.372342496534671913e-02 -7.010319112934854276e-03 -1.153620159909029066e-02 -1.045685039504149275e-03 5.841051925050775445e-03 2.576805901895842018e-03 1.569459276777445886e-02 -3.152422729278491972e-03 7.717544480878607560e-03 -3.686220104240484768e-03 5.512141308728098557e-03 -4.138221715742725591e-03 1.129478748960307784e-03 -1.798710323024874796e-02 -7.492552936595491681e-03 2.279799075404105937e-02 2.925204996267072310e-02 9.755897123069345866e-03 -6.289838417634043737e-04 4.507244197305714829e-03 2.790999962871245580e-03 3.139065799121491546e-03 -1.545305137657725959e-02 -2.520764007377937141e-02 -1.074051990346218052e-02 -1.910330904665474491e-03 -8.559350957479986213e-03 1.679670187369207424e-02 -1.708355761286601063e-02 4.275785056953992913e-02 -1.817590550096568475e-02 -1.152257409741220574e-02 2.466410174609756298e-02 4.408747350055496755e-02
8.808492090627553436e-03 -2.694725666294757663e-05 -1.328201822072270881e-02 5.266788202597435901e-03 -6.954947861419770970e-03 -1.982299509275246147e-02 -2.342228600829118247e-03 1.940263049732086301e-03 -4.501676573143040261e-02 2.850083517715009881e-02 2.690894034982745445e-02 7.474679277317133365e-03 1.374334381184512226e-02 8.549409492695244847e-03 -9.358052659734707353e-04 -7.476057267930320653e-03 -2.636119923175866617e-03 -1.036285733811700277e-03 3.569080932915154065e-03 1.620624958964788850e-02 8.787857620270312156e-03 1.366261043645750073e-02 6.103304861046496624e-03 1.468437923052248956e-03 -7.265451333662372932e-03 3.240421543986970760e-03 -1.481159027490972988e-02 -7.407204940034235914e-03 1.872914733801194984e-02 2.490436539616909528e-02 2.900972130775186179e-03 -5.050319572854731695e-03 2.946298787977774149e-03 4.406168924063626202e-03 1.622079210208602837e-02 -1.914360120797930706e-02 -2.012286746282896180e-02 1.197061542821361950e-02 -3.030093524303600731e-03 -2.542510845004899295e-02 2.264561744508859081e-02 6.648772710913099931e-03 3.823370607050965986e-02 -2.149637494851050143e-02 -3.120400364707149460e-02 3.039960912490925239e-03 4.745003540285055305e-02
