-1.698147052095064092e-05 -2.469742717475274102e-02 8.048478030605809089e-03 -2.335720702120413356e-02 1.365751113696228418e-02 6.019870846612943027e-03 2.073920651316647767e-02 3.730199241946469124e-02 7.116639751830081823e-03 5.651342200268549311e-03 -1.367880993023642272e-02 8.510257893169682550e-03 -2.968400681300044711e-02 2.948006419179435497e-02 3.238920964358975221e-03 1.969822998370488604e-02 -1.790775021745621282e-02 -2.772677694358118006e-02 -1.046414940710047384e-02 6.112061186030836799e-03 6.979249757297968995e-03 -4.308000867587819666e-02 1.374789126901566384e-02 2.410706537121453177e-02 -9.391232211497608715e-03 1.139943059299777274e-02 1.168291447693166514e-02 -1.037846943956732132e-02 3.356784419102713281e-03 -1.761543703908389656e-03 3.540980567397541273e-02 2.202918137079757852e-02 3.736385964550624494e-02 2.367515106073312878e-02 1.660075419354700016e-02 3.891960096398507790e-02 -2.101664933716217154e-02 -4.592013206018080024e-02 -6.209107772412437304e-02 -1.823731022571502703e-03 1.983841078342763950e-02 4.627913065188393044e-02 -9.181926459297145432e-03 9.107057059261987678e-03 -2.595965928135925485e-02 1.504728052048556232e-02 3.524736878482983074e-03 3.047083690053822846e-02 -8.390844723003288916e-03 -3.830690770807298508e-03 -1.445607215560224673e-02 2.645250052760173345e-02
2.012598044923322432e-03 -1.695694873253330431e-02 7.088408996842744669e-03 -2.649432365818983268e-02 1.323142004318762083e-02 1.265885670344633548e-03 2.365448437686765507e-02 3.862540123181882473e-02 -4.173256513440190725e-03 -7.860450818237647505e-04 -1.981787191251707658e-02 3.619494755139332585e-03 -4.547372286831859178e-02 9.535557512312596920e-03 8.051867859084042497e-03 4.374895443686715145e-03 -1.213650336890757624e-02 -2.470351828661074278e-02 -3.235978865960980472e-03 6.977023967911476394e-03 4.385477688455922084e-03 -3.816736535050625767e-02 2.038971959366731382e-02 5.974767552312747892e-02 1.471812423598935042e-02 -1.846895212059215330e-03 1.468037107957148243e-02 -9.069031219067692773e-03 -2.356889888261563728e-03 -3.173172536526788420e-03 4.884255839525580845e-02 1.266465179262428985e-02 3.335898329230522347e-02 2.415645005743324511e-02 1.544016226100122791e-02 1.336252309130778713e-02 -2.058779343677922744e-02 -4.692473123496895132e-02 -7.654820062737087427e-02 -1.042321707271554390e-02 3.081812092490635122e-03 4.022261800673616189e-02 -1.720591498258064803e-02 1.131135541655507032e-02 -2.593767277236124283e-02 8.745741821046072728e-03 -6.929672446166471392e-03 3.410204700490352542e-02 6.860320150056992486e-03 -2.610640265094476761e-03 -3.943585482853812808e-03 3.357523941197847889e-02
1.306336858440209844e-02 -2.479831126125341470e-02 1.335567970808103138e-03 -1.059204360257435910e-02 1.341825452735768108e-02 8.089006789299010847e-03 1.965213427242536171e-02 4.394225488794763906e-02 -6.616400174342239142e-03 5.417351248780748543e-03 -8.292683660972091642e-03 2.205322876643707464e-02 -2.880831802128304420e-02 7.147862995695498760e-03 8.540523249390166022e-03 -1.208042569492582098e-03 2.287855987160158228e-02 -3.270553313491834230e-02 -6.716067376284614622e-03 1.835963325110607711e-02 2.821431345440642783e-03 -3.242256956929302075e-02 2.577242106315760783e-02 7.738003547798914805e-02 2.486130706328456771e-02 -1.754007360039853622e-02 1.293008840094608120e-02 8.727569541817602194e-03 -1.647425945832522868e-03 -1.844590474624249526e-03 6.119410370851785519e-02 -1.866178543399722592e-03 2.561327950013356572e-02 4.633181092335034168e-02 -1.197893512811183713e-03 1.708013111778999490e-02 -2.855707115275135308e-02 -8.281770666470695402e-03 -7.099318413553039331e-02 -1.983704571984363715e-02 7.396404078848623463e-03 3.394049227590772294e-02 -2.974574883049084170e-03 3.275307973789082922e-02 -1.941985044036122210e-02 3.249446966862902693e-03 -3.094568671220401541e-03 1.857226961252076564e-02 1.000031934637890703e-02 -1.848287211850862047e-03 -7.635031949673680429e-03 3.278772929462767799e-02
2.189948977420768175e-03 -2.018350119724203473e-02 3.999527638192887109e-04 -2.176261580088551667e-02 1.307868532810563776e-02 5.443140169081809275e-03 9.315895998164645808e-03 4.491396707896000429e-02 1.387555680609027335e-02 6.121156878363696006e-03 4.643438574166471912e-03 3.481741534652867814e-02 -2.241253267380046571e-02 -1.184587524128242727e-03 9.073994832548273534e-03 2.820232577377219593e-02 2.073914366495608827e-02 -1.600911716905831228e-02 -5.134923979959149856e-03 1.106582076425134502e-02 5.393575311354845830e-03 -2.352357956035313474e-02 2.389554768033900350e-02 6.731082890763162574e-02 2.480800179696035501e-02 -2.801837741705773613e-02 -7.817128248906979673e-03 1.570771477236963809e-02 8.933277145001000674e-03 -1.263040092716791706e-02 7.393478968455563516e-02 -1.166202483404455391e-02 7.448263599413092184e-03 3.186060546395409754e-02 -2.709042437658837343e-02 2.727944882170154836e-02 -3.608003544613709590e-02 -1.651336878459393545e-02 -6.104085469769488653e-02 -1.413780657544145072e-02 -1.317698439916249395e-02 4.002802217478380886e-02 1.212605094548213289e-02 3.813667969354301440e-02 -1.474308375620467064e-02 5.953894215407851652e-03 -3.921320680399413734e-03 8.292103710345031381e-03 1.446535282960529842e-02 9.218723457410550257e-03 -1.247678864845977453e-02 4.266800108160890420e-02
3.173443759347025547e-03 -2.027054243392131458e-02 -3.164375423583637437e-02 -9.129039677067917608e-03 1.528347950158778258e-02 2.355862062615507197e-03 -7.291184398834538345e-03 3.884948467377484504e-02 -9.344105479898939066e-04 8.991084895029324625e-04 5.806756677095359538e-03 2.232954163001962117e-02 -1.124384866109456350e-02 -7.311165062239239482e-03 -4.745550778938795698e-03 3.285537829249431108e-02 4.602366810080513182e-03 -1.588022564547481377e-02 -4.266582736904595170e-04 7.949669538880972317e-03 4.028458103875162330e-03 -1.401599844811937667e-02 3.992134113215554947e-02 5.746969872755944980e-02 1.851663965562185248e-03 -3.951598318773597712e-02 2.234044136923362973e-03 2.870704421070528452e-04 5.924848105584080461e-03 5.455502322341267488e-03 5.657160100852374335e-02 -3.461294990327261345e-02 7.625393709057281914e-03 3.798631752010532547e-02 2.519292476405783545e-03 1.740984573932633991e-02 -1.653022973814271060e-02 6.101783386354554632e-03 -7.157355929846009879e-02 2.333007507121375237e-02 -6.613212242404077970e-03 3.191048276662047933e-02 -4.750061099864752619e-03 1.920889088489650953e-02 -2.479403107532743289e-02 -1.172956686826558690e-03 -5.829097029430777141e-04 5.540972860874803646e-03 6.238549709695639413e-03 -2.267014725820292245e-02 -4.486472849900222104e-02 3.044830639821833815e-02
3.531663491940143992e-03 -1.063106559597576731e-02 -1.490743901781846868e-02 -6.964475299349975716e-03 1.329575206104879892e-02 1.829453505372409267e-03 -1.650980011179111612e-02 3.207928834924806544e-02 -7.999295628053621279e-03 1.015202523625556921e-02 2.318883861079749052e-03 3.174939991834924841e-02 -5.682001988745893212e-03 -2.685816589468478961e-03 -5.014030353307793661e-03 1.920117059894856440e-02 -2.730943794667066524e-03 -1.051127877827047995e-02 -9.564602032416385721e-03 1.598148510112111856e-02 1.989881152591858621e-03 6.532558199790977106e-03 5.334233942104144727e-02 4.577527407370186874e-02 6.841377474645075028e-03 -2.569735269692028506e-02 3.173734732073181259e-03 -2.349799776294290640e-03 1.181037877698957669e-02 2.010218962617466021e-02 4.426109319416840493e-02 -4.745107190637067041e-02 1.688285787758517925e-02 3.261312636031198781e-02 1.980419899151079563e-02 1.138659323611283282e-02 -2.858827851250708013e-02 3.629100581536077313e-02 -6.843485290541917454e-02 2.236518282488776654e-02 -1.129735410343514143e-02 3.921266653509710570e-02 1.438584019227097388e-02 1.047617486278716419e-02 -1.062732119238351440e-03 5.770937209717640244e-03 6.247031838437298000e-03 -2.433889875098247616e-03 1.321236664414333038e-02 -2.549849250149193933e-02 -5.007863891863813255e-02 1.156833834558526099e-02
-4.846019263677875779e-04 -1.859712524211128409e-03 -2.479783867819421520e-02 -1.087477719160791917e-02 7.501232559388662166e-03 -1.995754805458801410e-03 -1.009891543793652730e-02 2.954783790245175956e-02 -8.067703610989169702e-03 -3.158318469206342419e-03 1.254681789784984659e-02 3.972605758485676236e-02 -6.382153528618709354e-03 -1.512925977452052144e-02 -1.454101602949155192e-02 4.860248905840266337e-02 -7.012156192559953517e-03 -1.169475181857604698e-02 4.209941669521191990e-03 3.376968098048367325e-03 1.228208495303125154e-02 1.483376563577836448e-02 3.168449037819958541e-02 4.383151470843860142e-02 2.658143194474662727e-02 -2.431491087618636512e-02 1.620064061555899146e-02 -1.001715657012320314e-02 2.486453864551134256e-03 2.145428049180795813e-02 2.623482894202996962e-02 -6.177700829411982703e-02 1.742111464166246071e-02 3.524745967338612646e-02 1.079619860912325521e-02 1.685172577019459703e-02 -4.009192047179532120e-02 3.476918361863599871e-02 -5.455591918430068715e-02 2.137710999059085071e-02 -2.411341767330574259e-02 3.760636633821405617e-02 2.432748757656508914e-03 2.566177974933566905e-02 2.098536374117437181e-02 1.432394784231133880e-02 -6.621366470248279121e-05 3.070524005085993081e-03 1.016211980793401554e-02 -1.352184530099186273e-02 -3.890165163685422450e-02 1.161030027018058325e-02
2.048550909402911333e-02 5.127863073866191675e-03 -1.938579380180951647e-02 -8.403196108032555053e-03 1.407571929885422478e-02 -2.360656721445646752e-03 -1.406612063906207723e-02 1.458359973108968276e-02 -4.839025018506214193e-03 -6.544947135725686510e-03 2.943790240613934107e-03 4.131468469307812696e-02 -1.310422697196450895e-02 1.974781457491430424e-04 -2.603647339721149381e-02 4.289263347716668756e-02 2.781386212349939123e-03 -1.627164075874923052e-02 1.393351219123617176e-03 -6.550202845825438963e-03 1.356799891299895113e-03 1.068825140372373951e-02 2.309692969131050752e-02 2.066488166618170655e-02 2.339290710492807762e-02 -3.033986504395476055e-02 2.052120047628677724e-02 -1.291114284252211069e-03 -4.165345880628742656e-03 3.296857439741451845e-02 -2.995609588175278653e-03 -4.978518632913522812e-02 2.176172160260300345e-02 2.212059953304820401e-02 3.435853786900090051e-02 3.926208501928368788e-02 -2.070653325994502997e-02 1.057479468832822449e-02 -5.182083796354887417e-02 1.168231549044226880e-02 -2.590014217412071884e-02 2.107096798862406056e-02 3.566511930940988867e-02 4.166845460343986118e-02 3.713606743273824284e-02 -4.463252943352595710e-03 -5.098751405989229539e-03 -8.430445196280224665e-03 1.665630830602605680e-02 -2.238384469449219982e-02 -2.400956984376802911e-02 1.714005153866099071e-02
2.427933277976777188e-02 4.039985165382350453e-03 -2.774064576341169971e-02 4.913124788677542161e-03 1.268039684039851123e-02 -8.952276624304134761e-03 -9.603489869158224335e-03 1.383886371749173082e-02 1.174629034276781191e-02 -1.528538295874671063e-02 1.516327524368633189e-02 3.754711412059826003e-02 -1.506897428281728062e-02 -1.793319066547343493e-02 -2.898022228754332935e-02 2.540176408544879416e-02 -2.169710081774745350e-02 2.564802387158840284e-03 -8.987270993243982181e-03 -1.697622255580177875e-02 -1.050376896406664826e-03 1.197833215619411792e-02 4.801172539260456854e-03 -1.624410949040182338e-03 4.729069652288828834e-02 -2.482326859281494200e-02 7.975845315111480816e-03 -1.533251409501815848e-02 -5.952470673778490103e-03 1.742708321562934023e-02 -8.676516214485298015e-03 -4.462251832715100758e-02 2.279890329215392836e-02 1.484017675505657635e-02 3.641820793772879844e-02 3.298272509567680422e-02 -2.550642627835913306e-02 2.553590671602453885e-02 -3.013076831587921389e-02 1.337170327960509816e-02 -3.511228561477987287e-02 8.899025971008465985e-03 5.836696524061845553e-02 3.831494180791360921e-02 4.667714856236333115e-02 -7.548158928654434725e-03 -7.948361081710444975e-03 1.497468149286257030e-02 7.128716785356219512e-03 -1.776224780429928179e-02 -2.158199709145616416e-02 1.036755102689930659e-02
3.036162805176048640e-02 -1.659159701315781167e-03 -2.625597602096704439e-02 2.056569214296109088e-02 9.822539747068460836e-03 -9.699809320337643773e-03 -5.784488024230341648e-03 2.339781181612006836e-02 2.070246647910018584e-02 -2.536679310939044668e-02 1.107728363397411306e-02 3.616685817038284290e-02 -6.550703445168652326e-04 -5.783392694791179497e-03 -2.027354203209303166e-02 9.685282731002647222e-03 -1.519136400352513218e-02 -7.767181988490999729e-04 -8.944407144955229816e-03 -1.807609006745271654e-02 2.209888160134607961e-03 1.796970441254899450e-02 -6.148026393536567061e-03 7.567545867413694866e-03 5.716313955834591981e-02 -2.976408112872514660e-04 -8.494399667727567382e-03 -7.849736741977782553e-03 -2.826964880168638186e-02 3.461111964651782807e-02 1.043024391356466365e-02 -3.851700476750365143e-02 9.223330488657203313e-03 4.091439430873271971e-02 8.906975991038805843e-03 5.073766449825799392e-03 -2.244388385933642621e-02 1.161862022183003662e-02 -1.795020533793060397e-02 2.301611704167281711e-02 -2.238315043430881210e-02 1.137035398331614697e-02 6.425884735743415954e-02 9.827036584136082317e-03 4.561649640579564652e-02 -2.332790644967436613e-03 -7.515975665389389680e-03 2.244710296589039200e-02 9.719825743174793919e-03 9.151181604558366461e-03 -1.231389676284764916e-02 9.998407110470388867e-03
