-3.929970104073182142e+02 -4.698989557211410784e+02 -1.847342745585987132e+02 -9.104987241894423988e+00 -4.190706267088985015e+01 -9.582507823364792898e+00 -1.193165248198164790e+02 -1.075939090167136953e+02 -5.729798400250344770e+01
-4.521732633232627450e+02 -3.316232689896817192e+02 -1.880243839516261914e+02 8.965753641716840150e+01 -4.252326722538324333e+01 7.605860661427881197e+00 -1.402152726287294513e+02 -1.054848713341523734e+02 3.697030738561518870e+00
-4.981511224341984416e+02 -2.409534805225883929e+02 -1.486278240899705452e+02 1.169081675522824781e+02 -1.141870784770291749e+02 -6.317992518522809320e+01 -2.258455079461352000e+02 -9.808590368484047417e+01 8.636301478935267895e+00
-4.684201175106809387e+02 -1.641767400246188231e+02 -1.306915778631257581e+02 3.984706119821761661e+01 -1.422956959866274644e+02 -1.182349665493082824e+02 -2.117489464471606766e+02 -9.971385501700019915e+01 5.651799642480563080e+01
-3.691359294165257552e+02 -1.803762170861302820e+02 -1.163789448741281234e+02 -3.440271545330239178e+01 -1.434219788408900058e+02 -1.702438644541060739e+02 -1.517946783952409930e+02 -1.298859252448230279e+02 1.027985638958502221e+02
-3.473704959686067468e+02 -1.834436343785508825e+02 -1.110237598847392491e+02 9.130527983549232829e+01 -1.418400042104981651e+02 -1.702941997721582368e+02 -1.425980332072272745e+02 -1.593334051908199172e+02 6.975552573008056356e+01
-4.528919009032908320e+02 -2.441383786495911465e+02 -1.316960677159175361e+02 3.367470144457703896e+01 -1.890001696233261725e+02 -2.134846508504705298e+02 -9.767562269229237870e+01 -1.652618482316297559e+02 1.598329790122696750e+02
-5.458119312394742337e+02 -1.642907803389533399e+02 -1.747653157055304405e+02 -1.220406743817821820e+02 -2.764566448745151206e+02 -2.380992701986420172e+02 -1.400638505161920193e+02 -2.072001653071714031e+02 1.388041096616790355e+02
-5.200382979673446471e+02 -1.528058319845064545e+02 -1.773813717658302096e+02 -6.153100373387030686e+01 -2.727070365507989322e+02 -2.221755522561814189e+02 -1.876192686690557991e+02 -1.269365328342941694e+02 7.810578516280074268e+01
-5.299748253214949045e+02 -8.243506001310787212e+01 -1.659781580917618555e+02 -6.987255278680518700e+01 -2.733913554009124596e+02 -2.659475275863210868e+02 -2.353526975852252292e+02 -9.779648281032613966e+01 5.613088614633613815e+01
-5.339867105096640216e+02 -3.107501114922911967e+01 -1.871521349337423032e+02 -5.675166699330051756e+01 -3.529538999258315926e+02 -2.795144991803638277e+02 -2.206217914731812186e+02 -1.032224635641169783e+02 -1.647042882714259449e+01
-4.878121969567172300e+02 1.175371050036828358e+01 -1.901769836595238985e+02 -9.734607158475300537e+01 -3.333933619037144922e+02 -3.277602237029130379e+02 -2.993376557236312578e+02 -9.956583047346356352e+01 2.115740600198775212e+01
-4.701867784677980922e+02 3.791348548848330324e+01 -1.390314900340217434e+02 -1.100917348307593784e+02 -3.360823953932117547e+02 -3.142689162847271405e+02 -3.276199455020037021e+02 -1.023835496841722517e+02 6.737079430397022861e+01
-3.932043322839206212e+02 -1.836701064799239091e+01 -1.756356879427076194e+02 -1.368252930225824286e+02 -3.577011605900331688e+02 -2.715181649838489193e+02 -3.838238316168022948e+02 1.083319028812190155e+01 1.709047523158847639e+02
-4.839675866559636574e+02 -1.057071194713551563e+02 -1.915279280135946181e+02 -9.118145273527878203e+01 -4.604252007226205592e+02 -3.524348274854333454e+02 -3.754118582791807057e+02 1.589289070158620909e+01 1.580669466195773794e+02
-4.934686946578391371e+02 -2.066042907963053210e+02 -1.107253990794853138e+02 -1.439127579655651346e+02 -4.362183112331900929e+02 -4.110887365199835699e+02 -3.792859008749182976e+02 5.271990820823402757e+00 5.643579760881561924e+01
-5.226570849797944902e+02 -2.224809584519431098e+02 -1.468664339527066716e+02 -2.031120981486577932e+02 -4.095545467444972019e+02 -3.940039156533418918e+02 -4.193112043934502253e+02 2.709099615321198584e+01 -1.029122728776426321e+01
-5.461519478690598817e+02 -2.633106556421928417e+02 -1.485848223031652253e+02 -2.047008273725170966e+02 -3.684202790310237674e+02 -4.167421743115875188e+02 -4.101242993145173159e+02 -1.193506975613095200e+01 -3.384679291429512915e+01
-4.483608866652239726e+02 -2.764798037165769529e+02 -1.477510980038671278e+02 -3.015100695923871967e+02 -4.945002576109577603e+02 -4.637564957536635575e+02 -4.009564808727956802e+02 2.988575383061627022e+01 -3.313694374540355625e+01
-4.079569325080155977e+02 -4.132193921556817031e+02 -1.765333617107983741e+02 -2.771437373446310630e+02 -5.974686085048376754e+02 -4.538773472955468833e+02 -3.896981391715386849e+02 -9.516152596152080889e+01 -4.595442164787872485e+01
-5.306630090382785738e+02 -4.778042921958797251e+02 -2.461671929011535838e+02 -3.299107173022454731e+02 -5.912880183686949067e+02 -3.941691413507926427e+02 -3.865015044760911564e+02 3.216671560183015544e+01 -8.809142753520093549e+01
-5.041453602634650792e+02 -6.410165233156922113e+02 -2.921626537541241646e+02 -3.559076488047576277e+02 -5.186831950658100823e+02 -3.754658036934108623e+02 -3.275124237478488567e+02 -6.210539649171553833e+01 -2.041979852015638244e+02
-5.093874371941718096e+02 -8.173384695148449737e+02 -2.793873443895402033e+02 -2.593773455114597368e+02 -4.975342338439947412e+02 -3.673180270112250696e+02 -3.895619572579929581e+02 -7.144666490058698116e+01 -1.750708876563506635e+02
-5.728689732225740272e+02 -7.850060692055844811e+02 -3.143519283859570805e+02 -2.272804868131792944e+02 -4.677960749666564766e+02 -3.610171998859529481e+02 -3.600931884881629230e+02 -1.021050930577278422e+02 -3.918944030730149279e+02
-6.021611423274952131e+02 -8.686076977081744417e+02 -3.219350785111837467e+02 -2.504495415924386919e+02 -4.426024239886133955e+02 -3.128570859329585687e+02 -2.864418884677442634e+02 -1.715222731610160736e+02 -3.385861591270169129e+02
-6.317367164808091502e+02 -1.021462626785130738e+03 -3.666838575887603042e+02 -2.459074097214754033e+02 -5.979748532095371729e+02 -3.500065707866556295e+02 -3.694789196846571144e+02 -1.721277279262715467e+02 -3.803448244628042971e+02
-7.463478522861312285e+02 -1.004739179595573773e+03 -3.651644621076988528e+02 -2.886583764492884825e+02 -7.125151345728842216e+02 -4.141447870878043886e+02 -4.923664678520436269e+02 -2.229850612463272626e+02 -4.326678374471229631e+02
