3.378362504728368351e-07 7.504535714854704585e-08 2.804523018778375128e-08 8.251915622199655835e-08 1.288565666631926130e-07 -4.656222336295059232e-08
6.047311766801294662e-08 5.470641650393400720e-08 4.261718823605392513e-08 2.077743649825866557e-08 1.483724573636851237e-08 -3.042393662318886742e-09
-2.871245539018603758e-07 5.958733235583019266e-08 9.977723333836067027e-08 9.221381064559979727e-08 -7.208184348751346176e-08 -1.913857531151069680e-08
-1.030509479230044643e-07 -3.624950388189878286e-08 6.553084133530793015e-09 1.529540942110867030e-07 -8.610307005702392821e-08 -5.639896361809660344e-08
-2.216307977637686682e-08 -1.269516159016952827e-07 -9.899165602589425725e-09 -1.505061788897253881e-07 8.248122724127696777e-10 -7.745931316741296785e-08
2.168354606810726074e-08 -8.666446239158938916e-08 -2.646289926955349281e-08 -2.058498215599556866e-07 2.444169836030723661e-08 -8.330351600019789859e-09
-5.583480002946627690e-08 -1.209520532486124455e-07 1.578061296524175143e-08 -2.406244680170706271e-07 -2.294213621872086574e-08 4.539138954577575426e-08
-6.108893873737995168e-08 -1.438335210655521699e-07 -5.333773189717698126e-08 -2.143913927976678370e-07 -4.474901463401642021e-08 -3.036916757258687648e-08
-9.177522190881279797e-08 -1.374385274683016686e-07 -1.859964887929082534e-08 -2.653831690822955166e-07 -1.220946905832964240e-07 2.588043445151395673e-08
-3.381040430163527569e-07 -9.387185274149928683e-08 -4.668436032004141202e-08 -3.151796835566434860e-07 -1.634947315725516026e-07 4.753631600113069413e-08
-2.807384409880998957e-07 -7.256774791846307733e-08 -4.428262477481841827e-08 -1.000049774401156828e-07 -1.599459255963791570e-07 7.652319173702373033e-08
-2.715699322727011529e-07 -8.014597080529209552e-08 -5.762682414903107354e-08 -1.976001037888049104e-07 -2.119860756009672661e-07 1.013822111448042117e-07
-6.072074035677235666e-07 -1.164155474346593636e-07 -8.767713272881949448e-08 -1.976352996800484570e-07 -4.337106515527941257e-08 8.076911042680077984e-08
-5.255483796528076973e-07 -7.757260970165038300e-08 -6.140055543781676755e-08 -2.186822123720400319e-07 -9.569993544922806190e-09 1.023513046235382141e-07
-3.093334276419312992e-07 -2.386984571362461441e-08 -6.516549617642243181e-08 -1.090527923270835365e-07 9.705251187614233485e-08 8.131160141464412344e-08
-3.924367635665616998e-07 1.079216252387588891e-08 -5.394731517840001248e-08 1.016253218529672318e-07 1.364044642966533720e-08 1.456252878478688009e-07
-7.175833834576867758e-08 2.939163082538490329e-08 -3.371668322876919118e-08 -5.421254021449430815e-08 6.421464869460066306e-08 2.236848243099237746e-07
-1.199098733264393334e-07 5.551447370713122047e-08 8.240372274332599054e-08 1.610995593742225657e-07 2.568683629562793961e-08 2.481681813822337791e-07
-2.440425308076791871e-07 1.009811378262967635e-07 1.931507585448046492e-09 -8.808279149812790503e-08 6.603191292894607941e-08 2.045861871681518092e-07
-2.432814663842990230e-07 1.018074244882880202e-07 5.036221368829565395e-08 -2.163682116821520218e-07 -9.747986483971633261e-09 2.680306592408500137e-07
-3.905817284388364036e-07 9.161828701184217149e-08 3.540473104587547847e-08 -2.718562035494950927e-07 2.722205635126707966e-08 2.248352806471849180e-07
-2.301179866170100051e-07 1.082033346092823531e-07 8.436626457046256238e-08 -9.313803983505110287e-08 1.410143938709596866e-07 2.235909262404634453e-07
-2.223707255085716922e-07 5.291382946093408289e-08 5.719033857407677667e-09 -1.553810635183595704e-07 6.537739297211738259e-08 1.524870183633877156e-07
-1.549653959054745299e-07 9.942982168823579965e-08 1.882643534969288267e-08 3.013733665126999628e-08 3.073635538133395698e-08 2.637813793711259206e-07
-2.221113403834200369e-07 8.435791164124025908e-08 8.222909800982429787e-08 -8.620204434634214444e-08 1.353956621437840761e-07 1.920061139685493181e-07
-4.198676153893655787e-07 7.733913371999640953e-08 9.404214759540956122e-08 -6.091749277789725797e-08 7.069640942590040938e-08 2.668264310918982423e-07
-4.716495990777427413e-07 7.856462435896634429e-08 1.648996339417367560e-07 7.954341988534837759e-09 -4.382198648877207296e-08 3.418618948695094498e-07
-1.581046882367830627e-07 4.929816942431481548e-08 1.064647004019262964e-07 1.768965671713138595e-07 -6.974538477898555967e-08 3.675529643816444430e-07
-2.674453342238277061e-07 -3.600350919192187826e-08 6.980668717002770331e-08 2.022694212469307123e-07 1.236449279899475784e-08 3.978322347356906916e-07
-1.619618122922041166e-07 -5.243017380101315674e-08 1.127918772485761375e-07 2.848587832190213361e-07 7.406810787472155724e-08 4.380857681681931899e-07
-2.012679449568007755e-07 -9.900462484336911092e-08 1.081366349970355140e-07 1.339154681605398704e-07 1.818477029568615743e-07 4.819087449468056483e-07
-1.689511094171457141e-07 -1.089740431082492000e-07 8.232767124467055440e-08 7.286517295211569543e-08 1.375449475275339706e-07 4.657278802648611820e-07
-5.311682110473390103e-08 -4.556066024762147709e-08 1.574594577484056459e-07 2.637008353047028680e-07 1.101119138890443544e-07 5.651108878318442675e-07
-4.878911346590689983e-08 3.477363047327030758e-08 9.133893930110262218e-08 2.973561687547016774e-07 5.382003588246996962e-08 5.833045178931674066e-07
7.673160606639302514e-08 9.785537669839085352e-08 1.470116579247828985e-08 1.499223858863074606e-07 1.525875563861071910e-08 6.190431192842162423e-07
1.488158749078496682e-07 1.439971448031431495e-07 2.241148986836456380e-08 2.526866726892271815e-07 1.421104038844759852e-07 7.765040613923328621e-07
-6.366885540964905138e-08 2.734056136151681722e-08 3.891919557156613176e-08 2.279979157926413458e-07 1.894816240895487350e-07 9.398906705159955599e-07
-1.782950507513567564e-07 2.591349117587557066e-09 6.747085323601390398e-08 2.432432219438758494e-07 1.260420156577289842e-07 1.053877933274158390e-06
7.853283406436648286e-08 -5.590509832133795097e-08 1.015592487675440165e-07 2.104919080945069999e-07 2.143461489834239791e-07 1.198783564647735997e-06
8.701283077911317868e-08 9.113451557218817899e-09 1.763085750793901888e-07 2.646521545782229742e-07 1.873947671747902978e-07 1.371947617563851395e-06
1.803560508548397851e-07 4.691826288775699215e-09 2.516466491077753347e-07 4.125462457970443275e-08 3.384845441204268729e-07 1.558107507808848890e-06
2.030751741355067488e-07 2.101991468532963410e-08 4.120711111799529604e-07 3.287944456874701104e-08 3.689420563104630528e-07 1.829853809618562635e-06
1.294191658129104023e-07 1.401218197896928079e-07 4.639786128689247227e-07 -1.131937613100068797e-07 3.807470139251135384e-07 2.111936317374130196e-06
3.281355529057808599e-07 1.545115616178112963e-07 6.142290901015483939e-07 -2.155903786034630199e-07 4.802310031788585159e-07 2.569768758557438639e-06
1.815578963893715798e-08 2.394223573411399084e-07 8.417404491687651800e-07 -2.461710810306758182e-07 6.388189308923239927e-07 2.985974001053675953e-06
2.538465487009086314e-07 3.981079353487643167e-07 1.206067563713045623e-06 4.040809094810762405e-10 8.534263704207487939e-07 3.992629784305005708e-06
