-2.532302397460103839e-04 -1.217895067148906316e-03 -4.359440156230017654e-04 6.117359743787225334e-04 1.329607292197947706e-03 1.104855318638705555e-04 -9.568755637913970748e-04 -5.422707772561294098e-05 6.697596251930795124e-04 1.353520328974074094e-03 2.880955969908795679e-04 1.277970791004099478e-03 6.741303957070060061e-04
-4.861310929129825087e-05 -5.208667723986654639e-04 8.444196075817671048e-05 2.015204448883420926e-03 1.499840234131237949e-03 4.678182296395668556e-04 -1.505695793787068014e-03 -6.856207002375804428e-05 -2.525994550458212804e-04 7.715361265141548047e-04 7.674141491801710188e-05 1.379884207842742207e-03 8.650168616750571800e-04
-4.672574843318082769e-04 2.126267404564719619e-06 3.459751711441923987e-04 1.255023198725670761e-03 7.850702371937718022e-04 4.216035254865339475e-04 -1.462952914067126896e-03 1.614282868930089427e-04 -6.168992907493855765e-04 1.588590064115851918e-03 -4.859797874102709820e-04 6.456624422753309139e-04 1.996076208417819843e-04
-1.153092651007799410e-03 7.244411023158762964e-04 4.877026616559717253e-04 1.178265119814612830e-03 2.006471875548502637e-04 1.716676366004414101e-04 -9.561713312481759331e-04 1.556999786956885607e-03 -8.333822493222469005e-04 1.788869651893393005e-03 -2.126924684685931101e-05 1.109729523166731995e-03 6.306736246538958263e-05
-3.461374128126749362e-04 -4.957879326491398042e-05 1.207600831248460986e-03 1.301376860428448464e-03 3.318372862067080469e-04 -2.618228338978369468e-04 -4.100965394623293930e-04 1.490985029947709470e-03 1.143252649157524214e-04 1.692860175531385025e-03 1.363216603207880124e-03 6.498780146893369872e-04 2.593637516031729523e-05
2.126064915848928317e-04 -1.740054924995681985e-04 1.863686263979207882e-03 1.795054486431307047e-03 -3.241306712245064798e-04 -1.219715462608118818e-03 -4.714975066540733257e-04 1.608660405230278190e-03 -5.737330894464191203e-04 2.028682216219375705e-03 1.610638762862712410e-03 -1.456144116799081999e-04 -6.601668404605033928e-04
3.059947302684964016e-05 4.148552156651230194e-04 1.284671047644656266e-03 1.216822375289667397e-03 -7.216181204910241016e-04 -1.141501823333878566e-03 -3.100344466309675005e-04 1.635363932396040072e-03 -1.651359412682522896e-04 2.252062411186376602e-03 1.000737400299974615e-03 -1.629835476567245570e-04 4.324660722663224320e-04
1.202965963678382250e-04 1.519674360264235483e-03 9.443912615566732839e-04 1.110226685325214945e-03 -5.160755086581857295e-04 -1.760389692151758658e-03 -3.859406921762382364e-04 3.142495949931123703e-03 -6.623149101896657178e-04 1.548683059322011413e-03 8.853678571471702667e-04 -1.016914734597092630e-03 1.471318268357686655e-03
1.656908342792880358e-04 1.335302958585795827e-03 1.176675891571063578e-03 1.713426887872204459e-03 -5.564054308050163855e-04 -1.592868171090012271e-03 -3.868696112317186937e-04 2.687090371461165264e-03 7.435888962227658102e-04 1.114874130123264667e-03 7.597975695917035454e-04 -1.307892390944352581e-03 1.547388559721907079e-03
-1.430002045180737502e-03 1.216439697265843303e-03 2.206075016249850907e-03 2.023341141910176000e-03 -5.104000810096830576e-04 -1.696264534322242329e-03 5.194508119895339558e-04 1.668707292418161910e-03 8.781581781928406681e-04 1.392747381683723425e-04 -1.584766717918288496e-04 -5.191083694502927372e-04 1.402136151036088808e-03
