6.631965871881635548e-03 1.886162932000216407e-03 -1.282677753201536680e-02 1.236638562389980912e-02 -1.038816865875312641e-02 7.123278248528374344e-03 -3.600349141441101537e-03 1.421244359071491964e-02 3.642573287595021053e-02 -2.871778916470261664e-02 -2.700003797291758954e-03 -2.569384213572203576e-02 1.830316431366751581e-02 -4.079216304492806928e-03 -7.603643900951790810e-03 -1.832558865819378449e-02 -8.386256393713162685e-03 -8.254429294275092768e-03 -1.797944332584881788e-02 -1.162568532140637566e-02 -9.848023621628758037e-03 2.499550172838045300e-02 1.591878230521914794e-02 -6.591712708656673712e-03 -3.021979258032789911e-02 2.110061260675085218e-02 6.144275912570158586e-03
7.689419652708751919e-03 -2.547909674018818300e-03 -2.108318771151825033e-02 7.552768966870704662e-03 -6.348233791523105740e-03 5.121036646627185641e-03 -1.932481169164704249e-02 1.755937315586661353e-03 2.443971379702528438e-02 -4.618965561948607662e-02 -1.150085369090595583e-02 -1.314992467379459337e-02 8.009902338155856782e-03 -3.175270606181603006e-02 -1.287562104627994718e-02 -2.805927052722703707e-02 -5.208030916433572036e-03 -1.140930810249760410e-02 1.789445095233499440e-04 -9.987529830730179289e-03 -6.880268177544598095e-03 -2.239154071099767277e-03 2.182765851815617747e-02 -7.487632972386016467e-03 -4.500567587212244564e-02 1.525485257361448334e-02 1.777966398384334470e-02
6.041685064717068274e-03 2.169786891925763652e-03 -2.572472345967513618e-02 1.180832655617571059e-02 -1.248070873672156751e-02 1.654720010317189743e-03 -2.643634227039552351e-02 1.426702591398238448e-04 1.335598397580368968e-02 -3.782358016517287785e-02 -1.998736001511377397e-02 -3.379670180742050389e-02 8.160788649455046799e-04 -2.748477964302936671e-02 -3.633777133014251450e-03 -2.438365826603143202e-02 -1.440424649251599055e-02 -5.436483568300675383e-03 -4.860503888787703550e-04 -2.634725704696795970e-02 -1.737295133636581126e-02 -1.284874713527154287e-02 -1.285435465652588413e-02 -1.395572233914437951e-02 -4.536361410722283133e-02 1.668321517495545761e-02 1.156793882608718980e-02
3.145625568408230623e-03 7.295996949574889111e-03 -2.019428052631144777e-02 9.975559682409257736e-03 -1.683576290228403806e-03 -8.974270200390710439e-03 -2.067727006024608002e-02 -5.657840670583605923e-03 1.213558658915346068e-02 -2.467622033842052295e-02 -3.122636549375763793e-02 -3.516310929553363024e-02 7.942667020079636347e-03 -1.273804009078802202e-02 -3.585000239570677177e-03 -1.683937266850693212e-02 -1.832892372959784438e-02 -1.002936574437491776e-03 -3.868706458656955265e-03 -2.943675611767032976e-02 -7.234079347870443419e-03 -1.845916664540862839e-02 -1.678819185431248973e-02 -8.660628701863695711e-03 -3.619566793307541636e-02 1.300884486677926326e-02 2.419125141206220769e-02
1.425083465720357323e-02 9.189430022151390699e-04 -8.923295158318578224e-03 1.158322233180648399e-02 -3.266000090320318738e-03 -6.779585644223167298e-03 -1.835984839367480956e-02 6.279236779469741028e-03 2.385951874966067026e-04 -1.325495668382262876e-02 -4.186928306936384819e-02 -3.052194205005481081e-02 -4.350108660513649951e-03 -1.233850122043276924e-02 -2.454407412732976732e-03 -1.746502869314596126e-02 -1.637145426371226092e-02 -6.051259314804577176e-03 6.543462405344108862e-03 -3.227348727713093973e-02 -1.046814804432104166e-02 -1.402199265047508400e-02 -4.734542992953197360e-02 -6.473719800502334733e-03 -2.107829363362084471e-02 5.036468948097687706e-03 2.264293685750564528e-02
9.482541698825716625e-03 1.463177101809996761e-04 -3.867242138940900787e-03 8.169668909245773880e-03 -1.147135220479639228e-02 -1.581364722611475551e-02 -3.720630969053199955e-02 1.077381617944900803e-02 -3.439998784449837220e-03 -1.631223803382086598e-02 -4.370191681355118513e-02 -2.483958164006009467e-02 -5.520202157573065802e-03 -2.143827523768293900e-02 -3.422133251855791810e-03 -1.633880767082341798e-02 -1.139044590204247448e-02 -9.354679707939095659e-03 3.115253133133755875e-02 -1.435916768807008435e-02 -6.029590172703129178e-04 -8.203347329200586652e-03 -4.711972351223678301e-02 -2.297436821063841492e-02 -1.249832446365209578e-02 4.117185089790098627e-04 4.746176063063770739e-03
1.246145170031973115e-02 -7.501459501865577993e-03 -5.377456463760912561e-03 7.567024685106771113e-03 -1.126208957230927059e-02 -1.208347665129212191e-02 -4.316490494761843905e-02 9.906526508043096008e-03 -1.212461688838837107e-02 -1.873045616123345317e-02 -5.713002020423199601e-02 -2.339406299152561527e-02 -9.070626246566614384e-03 -3.197840494057625077e-02 -1.204468865452852817e-02 -4.163411572743048843e-03 -5.885888545373038107e-03 -9.908843446998844701e-03 1.201413375669972521e-02 1.955625206865451923e-02 -3.320160085486695365e-03 1.647182497433246360e-03 -4.315713230749471802e-02 -3.084087627583507324e-02 1.246986513760066449e-03 -1.034511259472232223e-03 2.472431022967749165e-02
1.266786000656739547e-02 -3.098256851752116941e-03 -2.882085147683251421e-03 3.275989640716943894e-03 -1.573266787995370938e-02 -6.024187761075691476e-03 -3.402595773366045434e-02 2.441642025390749690e-02 -1.361659758834896615e-02 -9.452964964931408545e-03 -4.970143569608302669e-02 -2.606961204475134394e-02 -2.383988331901510174e-02 -4.675604331787180934e-02 -4.626123113285570375e-03 5.162881909256854078e-03 -1.278890524848575599e-03 -1.541197143513801764e-02 3.029440688025073110e-03 5.456289403427221074e-02 4.272391743797037365e-03 8.370761500540063391e-03 -2.693327437047414105e-02 -1.665244533825611592e-02 5.217714020195201446e-03 -8.185213675244733603e-03 3.636161538308294722e-02
8.788419323935415389e-03 -4.172848935084511393e-03 -1.409736520698047588e-03 -2.457766607422853886e-03 -1.450588347060192962e-02 -5.718390972779887303e-03 -3.264710533638442991e-02 1.175582677261406521e-02 -2.734914468794300696e-02 -2.965636270847733357e-03 -2.005318100647977136e-02 -1.211266809403118219e-02 -7.580958117255304045e-03 -5.413996991718075108e-02 6.557738322346381814e-03 1.148565038405178693e-02 3.526860999835023519e-03 -7.933452188053776236e-03 1.322483024449692219e-03 3.644548141760748511e-02 -4.697731140389793669e-03 -5.969546977720439386e-03 -2.425271696129784743e-02 -1.907459322396762996e-02 5.626534390770992697e-03 -2.044267417785852574e-03 3.540743705153778786e-02
1.466570164422678971e-02 1.065586879346680201e-03 1.836229583860122562e-03 3.495814401672607367e-03 3.443467352738409197e-03 -4.122716924114521245e-03 -2.441755311891345356e-02 7.176604778526044469e-03 -2.636077022494315303e-02 -3.889566670691073542e-03 -1.918249563489402357e-02 9.692009932744058767e-03 -3.382965226992469890e-03 -2.641062609692363880e-02 -1.304004843622570339e-03 9.325588965974306727e-03 -2.737220954562008708e-03 -1.048373183254619999e-02 -1.184209299904822460e-02 4.330230190020718795e-02 4.929462190174127220e-03 -1.095092912622542929e-02 1.647551636750678450e-02 -2.052166411744088190e-02 2.008238390933667766e-02 -7.859266111964330337e-03 4.456984023855620203e-02
